	dim1	dim2
1001701601_I8	-9008.761221653856	308.52160559098957
1001701601_I9	-8569.621629905656	519.2426498417268
1001701601_I10	-9241.976119939449	299.53559593710213
1001701601_I11	-8704.625260172945	335.5168593878407
1001701601_I12	-9127.20247599517	580.6474120871461
1001701601_I13	-9013.207163627907	576.3174910129112
1001701601_I14	-9154.34248491575	503.07891558488654
1001701601_I17	-8939.041579417328	154.85389242370556
1001701601_I18	-9134.237781785085	301.42123932576146
1001701601_I19	-8921.852504308463	119.8895178248486
1001701601_I21	-8730.776022413864	66.35810388963361
1001701601_I22	-8740.502730565942	230.71698970204088
1001701601_I23	-9172.020604291863	232.89897460696784
1001701601_J1	-9139.127137239648	-497.77076543140987
1001701601_J2	-9083.034718902316	143.82064844623034
1001701601_J6	-8578.604246872199	263.3814439997362
1001701601_J7	-8878.249828757042	269.3906220516912
1001701601_J8	-8695.804664727975	26.997450945326975
1001701601_J9	-8635.462047114932	513.0549358211333
1001701601_J10	-8681.824855944415	340.9769335779349
1001701601_J14	-8760.352513396545	751.7324629195854
1001701601_J16	-8698.982397379057	471.9242242168047
1001701601_J17	-9043.999078911102	420.0781849876635
1001701601_J18	-8755.475385824397	-19.832730216196477
1001701601_J22	-9062.37768761606	325.3717381348695
1001701601_J23	-8792.13644471753	472.71392053603415
1001701601_K1	-9150.974729538968	70.01337783262896
1001701601_K2	-8852.33767395696	286.5816421320088
1001701601_K3	-8877.202906512288	44.00722835962572
1001701601_K5	-8763.940364869084	30.149403613979896
1001701601_K6	-9057.390290532225	-139.42488287215406
1001701601_K7	-8776.032451272273	74.28302148041679
1001701601_K10	-9072.3507123246	345.33614999539054
1001701601_K11	-9168.806234052317	436.9256334655464
1001701601_K13	-9102.541948855269	570.1721578675167
1001701601_K15	-8948.94242081492	700.8570609451981
1001701601_K16	-8879.307930287616	628.2826795088477
1001701601_K18	-9303.223896055055	327.0585475266738
1001701601_K20	-8768.882367960963	504.47965062183175
1001701601_K22	-8861.930063568641	501.55230442281515
1001701601_K23	-9004.555202818658	325.5301284695559
1001701601_L1	-8862.902607199734	107.29482546601032
1001701601_L5	-8952.889380725115	332.77192044922276
1001701601_L6	-8941.449128872597	142.44661953949972
1001701601_L7	-8980.310242949658	-485.36257544535755
1001701601_L8	-8776.102809700256	209.4244272765341
1001701601_L10	-9012.991402199745	668.0668451244661
1001701601_L11	-8879.091013866264	369.0538045604912
1001701601_L12	-8925.262306087343	444.5793549960345
1001701601_L13	-8871.486398275954	-290.428669607248
1001701601_L16	-8165.839251025261	151.70053245731708
1001701601_L20	-8699.474093907547	296.9417944274316
1001701601_L21	-8818.679461481419	325.62689512620193
1001701601_L22	-9207.812064367412	94.02686524301136
1001701601_L23	-8769.365086430491	468.06870858940437
1001701601_M1	-9215.981158748189	156.9075229096767
1001701601_M2	-8718.466086854201	166.6122254981484
1001701601_M3	-9000.931747350807	187.7092021977565
1001701601_M4	-8832.312761257113	-166.43313700939058
1001701601_M6	-8818.991249386054	39.77847848368353
1001701601_M9	-9000.328579234549	769.4079963679768
1001701601_M11	-8989.226914728019	448.7740918292575
1001701601_M12	-8928.511292398938	543.9796275655702
1001701601_M13	-8894.18267407536	538.0041578409368
1001701601_M14	-9115.504702053182	402.67244152220064
1001701601_M15	-8723.077480513413	505.67098015113834
1001701601_M16	-8980.763989643843	-56.98371138771406
1001701601_M17	-9003.61442113984	161.58977003218837
1001701601_M18	-8872.387031532395	381.7406749860341
1001701601_M19	-8915.003462549555	68.6715602414619
1001701601_M20	-8915.391739449859	364.13816140737583
1001701601_M21	-9278.296272847403	163.86762186581436
1001701601_M22	-9114.47074584777	264.9516851850249
1001701601_M23	-9147.972811595644	248.92636289916402
1001701601_N2	-9028.997031227766	128.29981174225333
1001701601_N4	-8969.591685220399	443.0981954011222
1001701601_N5	-8849.97559543295	258.78738120395656
1001701601_N8	-9130.873283072371	-72.20562192533959
1001701601_N9	-8678.043117051706	575.9594870714743
1001701601_N10	-8868.625170796719	478.5721478819986
1001701601_N11	-8691.089628431257	488.7442566317788
1001701601_N12	-8729.172841896727	553.7447394910681
1001701601_N13	-9251.005061572008	399.33603535231174
1001701601_N14	-8613.670398728658	426.458911389885
1001701601_N15	-8995.335277050943	-347.8540149917966
1001701601_N17	-9100.606823291146	332.2518398300651
1001701601_N19	-9193.508193777086	317.89842380349216
1001701601_O1	-9128.632903570688	266.7599863756462
1001701601_O2	-8946.998779670752	-214.3807934823768
1001701601_O3	-8652.442074028173	190.14146278764753
1001701601_O4	-9079.670963774794	362.0346407114049
1001701601_O6	-8553.676850986549	335.2130467326061
1001701601_O7	-9213.172194639978	-88.28498526757086
1001701601_O8	-8847.799431717702	205.00104208976595
1001701601_O11	-9126.680261916687	184.2969209420548
1001701601_O12	-9083.127857055124	510.56462974720256
1001701601_O13	-7836.014777617644	316.3204192847779
1001701601_O14	-8864.30484975954	389.17640652104774
1001701601_O15	-8956.303023027805	-518.1151451734161
1001701601_O16	-9051.867011639413	476.7403220342062
1001701601_O17	-9097.527855167971	224.20666947799674
1001701601_O19	-9086.581595237569	301.92938542943745
1001701601_O20	-8985.288190356074	-135.16829694064054
1001701601_O21	-9037.18991684093	262.1167776354193
1001701601_O22	-8663.250107889357	338.4389120986265
1001701601_O23	-9067.683748661406	160.63875701754571
1001701601_P1	-9230.048806915285	18.672973555471067
1001701601_P3	-8931.056764843928	-51.979307871091194
1001701601_P4	-7822.83955222413	72.99655538894342
1001701601_P7	-8964.456545498571	-97.42607609031216
1001701601_P8	-8697.639033347927	-139.17796050052695
1001701601_P11	-8845.229528282045	606.30916141539
1001701601_P12	-8814.628264225476	582.7818647589846
1001701601_P13	-8801.669872655	689.7953217700458
1001701601_P14	-8845.903943815969	701.441603363207
1001701601_P15	-8637.736703768383	500.59824036174587
1001701601_P17	-8915.536647624383	-32.62455663699347
1001701601_P19	-8743.114121118995	317.9780164534152
1001701601_P23	-8609.475719339465	239.9932096243037
1001701603_A1	-8043.221675816051	-765.3638310951295
1001701603_A2	-8023.151528984658	-600.9207104237516
1001701603_A3	-7917.47072348718	-465.89521824637404
1001701603_A4	-7835.534342618953	-564.8619774600947
1001701603_A5	-8019.941877485166	-740.5159843846563
1001701603_A6	-8509.028657448378	255.68479267717115
1001701603_A7	-8014.2217625531575	-604.0839689658798
1001701603_A8	-8190.346214010874	230.31801457706905
1001701603_A9	-8208.494002223071	130.1123315096364
1001701603_A10	-7772.72568462918	24.543157552016297
1001701603_A11	-7861.3400727562475	-585.3044068167582
1001701603_A13	-7804.991254787689	61.93363756924937
1001701603_A14	-8571.132083219836	-559.0775702407705
1001701603_A15	-8333.527087592201	-513.2613468162041
1001701603_A16	-7727.163881954738	82.10254171016781
1001701603_A17	-7909.989854625631	-674.5365339803577
1001701603_A18	-8191.830392332326	-668.7787453234224
1001701603_A20	-7847.0041596940555	196.96853928194253
1001701603_A21	-8155.924163879469	207.0269575901107
1001701603_A22	-8305.035781140497	-24.933194018481796
1001701603_A23	-8297.005582948826	-282.7400177813583
1001701603_B1	-7924.688588221524	-583.3622756296758
1001701603_B2	-7792.212747388345	-765.4090974435815
1001701603_B3	-7924.051224905502	-500.57603071413945
1001701603_B4	-8361.986819131536	-76.3749089544607
1001701603_B5	-8170.031939659085	-31.326187764085724
1001701603_B6	-7974.933016640669	-529.819913418046
1001701603_B7	-9492.838552973266	-899.0870907630061
1001701603_B8	-8363.454150723956	-237.09520318481702
1001701603_B9	-8104.613317018555	-532.021575249923
1001701603_B10	-7941.995148719511	-832.5616478883219
1001701603_B12	-7965.321551283776	-579.2558886119157
1001701603_B13	-8283.989339114027	147.45731998314182
1001701603_B14	-7787.259802966939	-579.0997760394298
1001701603_B16	-8355.884966063935	-331.5858339037297
1001701603_B17	-8304.934932919157	-173.7979713257243
1001701603_B19	-8048.499020168572	308.42793048523345
1001701603_B20	-8004.724068738685	-520.6550882418575
1001701603_B21	-7722.238073678485	-65.31718098845819
1001701603_C1	-7792.246978333867	-735.2828147644262
1001701603_C2	-8215.469628331899	-462.39921022784574
1001701603_C3	-7997.887956055053	-670.1280580294858
1001701603_C4	-7772.651072639198	193.25223277171057
1001701603_C5	-8153.623065989941	-625.2306896550863
1001701603_C6	-7872.812113742959	-82.86189161504636
1001701603_C7	-8082.986803116152	-712.6002710500378
1001701603_C8	-8430.947496765568	-345.1567115312961
1001701603_C9	-8294.178749766661	70.35227164560014
1001701603_C10	-7887.933776848417	-133.78267760249847
1001701603_C11	-8035.154445518284	-671.9341106496315
1001701603_C12	-8449.572417384592	-10.327527816407803
1001701603_C14	-7872.228896821863	-626.8742500432171
1001701603_C15	-8350.376268153777	-479.3391813556254
1001701603_C16	-8424.889744996166	41.44336412998484
1001701603_C17	-7750.365785945126	-677.950550413347
1001701603_C18	-8072.046296372981	-522.8246491252474
1001701603_C21	-7978.119150560603	98.45511277229029
1001701603_D1	-8318.350597460174	-613.3520190886002
1001701603_D2	-8224.761947753615	-498.5874934441368
1001701603_D3	-8049.878352862187	-641.3243167599383
1001701603_D4	-7842.328609533005	-681.3968138037155
1001701603_D5	-8348.545133282134	-69.07935719144182
1001701603_D6	-7941.724360548226	-462.7525078952969
1001701603_D7	-8484.650505313484	-502.1900291747435
1001701603_D8	-8139.448588980019	210.5873162887272
1001701603_D9	-8034.716206223584	368.70884463338115
1001701603_D10	-7891.59044204228	140.5993535909621
1001701603_D11	-8237.494986373003	-750.8081207033343
1001701603_D12	-7949.013949029759	-149.93675043071943
1001701603_D13	-8057.561792291929	-594.7694012110463
1001701603_D15	-7749.7494969844565	-14.543265159657835
1001701603_D16	-8373.2812234759	-548.776064797232
1001701603_D18	-8862.480674334889	-375.9598541758043
1001701603_D19	-7770.928223930921	-56.77939872257142
1001701603_D21	-8363.336187914325	-10.326876459213596
1001701603_D23	-8182.493012384732	-588.701130977887
1001701603_E1	-7952.063950578937	-613.2837143390955
1001701603_E3	-8081.059932226794	-525.665748588388
1001701603_E4	-8079.315200199771	-573.7566671463801
1001701603_E5	-8446.145683427769	284.0035880674714
1001701603_E6	-8022.477024981105	-768.6732847517227
1001701603_E7	-8039.773862280072	-567.9472336626872
1001701603_E8	-7916.751701502005	11.855097864147826
1001701603_E9	-8234.847439166992	-696.8952111044608
1001701603_E10	-7845.335538439338	-662.7216181353565
1001701603_E11	-7765.342933723029	-112.61225899724215
1001701603_E12	-7910.294702335436	-515.9621181082084
1001701603_E13	-8235.708066033389	220.7714858182556
1001701603_E14	-9344.593836137521	-1078.1770332636706
1001701603_E16	-8152.558592544565	-253.2312706384487
1001701603_E19	-8527.529277423282	-576.2681046930401
1001701603_E20	-8039.227267542249	-611.0686553780258
1001701603_E21	-7956.18868110896	192.53747077875983
1001701603_E22	-7900.606929733399	-560.436690069289
1001701603_F1	-7995.578170371751	-713.8071576558962
1001701603_F2	-8005.503349956546	-417.27036787247454
1001701603_F3	-8470.308103158963	-706.7843222166479
1001701603_F4	-7971.252902220729	-405.4052820392935
1001701603_F5	-8281.414695063935	-239.02187594250975
1001701603_F6	-8231.842708578577	-649.8893960141843
1001701603_F7	-7849.258296170178	-624.8427370332134
1001701603_F8	-7822.223947176613	149.79598040876613
1001701603_F9	-8570.915108024263	-1313.506041488171
1001701603_F10	-7944.523918986584	-501.8756752009078
1001701603_F11	-7939.606298710473	-702.3723111872082
1001701603_F12	-8037.745865556619	-655.2913642641981
1001701603_F13	-7925.337280387226	-812.044617810052
1001701603_F17	-7801.3971804312005	-471.9232810897609
1001701603_F18	-8065.695450762285	-14.43993081830983
1001701603_F20	-8322.722328310856	-223.11037899153644
1001701603_F21	-8326.511062391737	-675.1161983746096
1001701603_F22	-7832.071580406745	212.15395535987997
1001701603_G1	-7808.1421547164255	-761.9485007764744
1001701603_G2	-8415.379749112686	-732.5795425390062
1001701603_G3	-7946.979798396482	-808.2124197274543
1001701603_G4	-8234.728269834366	-572.6931220738959
1001701603_G5	-8007.212472832896	315.5136920711851
1001701603_G6	-8096.275311558158	-658.6170992346821
1001701603_G7	-9082.310133569046	-412.9885452153597
1001701603_G8	-7872.451141444483	-551.3962449671183
1001701603_G9	-8535.782751393415	-488.6801224655764
1001701603_G10	-8482.586503032926	-95.0703462941772
1001701603_G12	-9027.140568789951	640.5315982068196
1001701603_G13	-8021.317210328348	-520.7895597541632
1001701603_G14	-8603.427524065239	-485.2447619086691
1001701603_G15	-7767.693046023772	132.14866717423197
1001701603_G18	-8243.860955941915	97.43464616270495
1001701603_G19	-8198.445991948793	-838.8172059546588
1001701603_G20	-7838.606193462419	-28.227244510715817
1001701603_G21	-7745.405634665879	135.3979168199427
1001701603_G22	-8055.8293014911615	-853.4949503288803
1001701603_H1	-8474.35716279375	254.13199784616825
1001701603_H2	-7890.214750517634	-543.2209868673957
1001701603_H3	-8138.5817533580885	-289.68289881635127
1001701603_H4	-8358.560412375962	-350.58156609696374
1001701603_H5	-8232.326198523457	-713.8834298785662
1001701603_H6	-8026.183618743649	-727.2959196005908
1001701603_H7	-8349.128373885316	-607.6357524935063
1001701603_H8	-8309.514779518116	-318.42242382435296
1001701603_H9	-8230.891917522309	-463.04921077973626
1001701603_H10	-7875.38405325717	-652.6593920695652
1001701603_H11	-7842.634458266239	-706.6066713324115
1001701603_H13	-8357.679675438147	-514.4395442920998
1001701603_H14	-8289.973331752439	192.31501523400058
1001701603_H15	-7935.839017984742	-631.1968232245612
1001701603_H16	-8068.148954175971	-618.7328572479934
1001701603_H17	-8033.40644814901	-782.5344859950973
1001701603_H18	-7938.480042902359	-578.8809331805313
1001701603_H19	-7862.357414995948	-424.8195476542132
1001701603_H20	-7751.612104398142	18.521364290695086
1001701603_H21	-8324.71598347724	-442.59290562363054
1001701603_I1	-8174.95901845734	-270.76184348525896
1001701603_I2	-8111.711964353585	-906.6197882051068
1001701603_I3	-7767.951979599842	-670.2048941092502
1001701603_I4	-7937.802577226393	-551.062461888374
1001701603_I5	-7831.9563646107135	126.20619572569062
1001701603_I6	-8154.405898517596	-380.0723618606456
1001701603_I7	-8320.812721650738	-523.7352861957706
1001701603_I8	-8299.679925396733	105.27142150251329
1001701603_I9	-7946.935138162459	-55.864818627063634
1001701603_I10	-8054.943391379796	-466.2128791691609
1001701603_I11	-8010.269975389084	-510.1008026279745
1001701603_I12	-8089.659194327366	-796.3015655896754
1001701603_I13	-7884.489736933709	-651.8082493832984
1001701603_I14	-7980.832826029819	-471.38084018167524
1001701603_I15	-7847.89011482231	-567.7924640335781
1001701603_I16	-8136.387503341663	-379.93616383731063
1001701603_I17	-7854.413643913556	-514.9590151834926
1001701603_I18	-8101.3482353450145	290.9544426958798
1001701603_I19	-8410.67542438336	-343.0892593738162
1001701603_I21	-8245.224346205572	-460.27575092329613
1001701603_I22	-7921.752441511502	155.0601404648093
1001701603_I23	-7964.952669623645	-662.4615914980305
1001701603_J1	-8173.797334319452	-807.4492817784635
1001701603_J2	-7982.138565690535	-436.70282007104123
1001701603_J3	-8398.047219112652	-353.5546104507608
1001701603_J4	-8127.950307182632	-835.4705109862505
1001701603_J5	-8017.727609760282	-487.1950099369142
1001701603_J6	-9613.900740253817	-667.0556836567486
1001701603_J7	-8131.322112915006	80.47442472953817
1001701603_J8	-7944.461501389952	-719.2215417283047
1001701603_J9	-7904.10456100332	-699.211594078267
1001701603_J10	-9144.943377002684	-531.8423800288111
1001701603_J11	-8161.984615768075	-507.0643657642631
1001701603_J12	-8408.86537895621	-412.48455820042415
1001701603_J14	-7861.173838031871	-801.6686109400252
1001701603_J15	-8198.744932061662	-809.8781164765888
1001701603_J16	-7829.989121869453	-453.2723395772969
1001701603_J17	-8579.407619131862	-489.8535655789284
1001701603_J18	-7943.321640617378	207.96809871705028
1001701603_J21	-8142.084797361523	-568.2828897501099
1001701603_J22	-7874.1634563129155	18.641832337759293
1001701603_J23	-8023.844502628547	-468.8011890066299
1001701603_K1	-8035.161831482722	-545.9433062760988
1001701603_K2	-7886.574684134472	-437.18362306707576
1001701603_K3	-9518.983088066498	-989.7956134185093
1001701603_K4	-7734.23289492767	-548.163492176704
1001701603_K5	-8201.579368076329	-455.59881181115594
1001701603_K6	-7820.478753060784	-548.4132338756256
1001701603_K7	-8636.924512626045	-310.8859413646017
1001701603_K8	-8528.594462684732	41.63804836071096
1001701603_K9	-7853.900451371787	252.80937990299722
1001701603_K10	-8478.06277046051	-676.1781415023655
1001701603_K11	-8627.525322059353	-354.690392351961
1001701603_K12	-7783.466923632954	-2.6560408592528795
1001701603_K13	-8029.503628556635	-500.76973579992756
1001701603_K15	-8505.55946524591	-258.4126605343974
1001701603_K16	-7822.531434928372	-745.2621448963976
1001701603_K19	-7792.668721237505	-604.8994853599734
1001701603_K20	-7742.154784351693	-708.8695668124484
1001701603_K22	-8028.3024556527735	-571.107299012776
1001701603_L1	-9049.91740256505	-738.1566462608174
1001701603_L2	-8250.895983005841	-661.426631276622
1001701603_L3	-7975.312504658493	-550.4118266202688
1001701603_L4	-8208.422410430974	-536.840736592699
1001701603_L5	-7920.555374516828	-603.1904198195932
1001701603_L6	-8459.340835598203	-414.24298050749593
1001701603_L7	-8258.407266726248	249.84037560865076
1001701603_L8	-8395.414470384987	-710.3499255164118
1001701603_L9	-8118.336281991321	-487.7247838888541
1001701603_L10	-7958.089778131751	46.54815589250422
1001701603_L11	-8412.453208452633	370.65040582819637
1001701603_L12	-8517.708967551513	-370.54612924962436
1001701603_L13	-7979.72094293459	-808.1336129135144
1001701603_L15	-7995.9952215672365	-528.8654228810328
1001701603_L16	-8233.303230346199	-68.37871321073438
1001701603_L17	-8555.696820005905	-272.8880821689821
1001701603_L19	-8213.591453362544	-430.625853815774
1001701603_L20	-8270.02110268623	192.17623390712697
1001701603_L21	-8086.63756144416	-570.3919658197768
1001701603_L22	-8141.85417481125	-621.8002671428279
1001701603_L23	-8008.873187876893	217.32009079001793
1001701603_M1	-8101.742459689225	-740.4704734843684
1001701603_M2	-8374.68154514371	-543.7518451572553
1001701603_M3	-8053.359023068673	-803.3484134685405
1001701603_M4	-8126.87038572978	-742.8301661439626
1001701603_M5	-8089.531051467873	-691.9501295210722
1001701603_M6	-8006.092413191137	-738.2383999255647
1001701603_M7	-8113.403143275949	-621.7882343072771
1001701603_M8	-7992.777136086847	-503.2043565225112
1001701603_M9	-8281.691114444246	-133.66231389955865
1001701603_M11	-8423.37181654793	-417.25141859940015
1001701603_M13	-7807.313904773588	168.34226222589993
1001701603_M14	-7936.10224693936	-688.3446987757634
1001701603_M15	-8256.743204067228	37.809986825072386
1001701603_M16	-8310.410872152517	-504.8647986236778
1001701603_M17	-8045.828193652661	-489.16419715346706
1001701603_M18	-8101.9244467523185	238.85774364905546
1001701603_M19	-8178.451175945545	-606.7245921942994
1001701603_M21	-8229.793122096693	-373.3545429434078
1001701603_M23	-8063.197240793635	-395.0990420213554
1001701603_N1	-8276.838854906375	-795.3464654228322
1001701603_N2	-7966.339569312069	-501.2388327060036
1001701603_N3	-7956.733075293913	-632.7765501701955
1001701603_N4	-8119.593043836436	-674.0839983474483
1001701603_N5	-7778.180389138045	-553.919633723449
1001701603_N6	-8560.252935007513	37.29996958887377
1001701603_N7	-8039.767896980568	-523.6872748799102
1001701603_N8	-7833.126064159748	-534.164405983785
1001701603_N9	-7868.775362243555	-723.3975469667088
1001701603_N10	-7913.157135858869	-662.7256765056026
1001701603_N11	-7884.073586472208	174.47701997436346
1001701603_N12	-8126.386241269594	226.08504119939028
1001701603_N13	-8387.161144481646	-52.81527771465123
1001701603_N14	-7742.795630523337	231.9468441928066
1001701603_N16	-7848.907153715422	-895.4566255453291
1001701603_N17	-7800.667055872333	191.8013035298349
1001701603_N18	-8153.866182446906	-436.0436056477133
1001701603_N19	-8561.54424027605	-475.482559648315
1001701603_N20	-8484.616725526994	-525.4557846170347
1001701603_N21	-8261.02610829051	210.10446533630687
1001701603_N22	-8394.707234556903	-674.0873056067874
1001701603_O1	-8012.92183621861	-663.1787704919305
1001701603_O2	-8316.296565977422	-361.9841016460571
1001701603_O3	-8253.769965889633	-795.8309228957816
1001701603_O4	-7754.075836796602	-478.5283913175342
1001701603_O5	-8023.835691376779	73.3674320832198
1001701603_O6	-7976.91148197356	-638.6209159132914
1001701603_O7	-7781.448545991511	-512.957748996083
1001701603_O8	-7958.60245649658	-686.3041925516758
1001701603_O9	-7880.372033483002	-751.8298269663295
1001701603_O10	-7918.829917031088	88.21609504544973
1001701603_O11	-8223.581690463252	-558.9127556794003
1001701603_O12	-8031.701083479961	-463.5798962179022
1001701603_O13	-8019.762211173872	305.72745035649746
1001701603_O15	-8339.895544871993	-424.2083020020726
1001701603_O19	-7912.656129448277	-628.0996722845879
1001701603_O20	-8329.183403463989	-367.44765362347067
1001701603_O22	-9020.914932871967	-727.8270962327956
1001701603_O23	-7879.636779935057	95.89916008383757
1001701603_P1	-8172.2804321273325	-720.0722162102114
1001701603_P2	-8087.120873433067	-740.3609012997712
1001701603_P3	-8162.222672623577	-792.6073167971043
1001701603_P4	-8547.191325564816	-715.8992529298214
1001701603_P5	-7961.264566531972	-586.5593645480411
1001701603_P6	-8033.47694695883	-845.1330834237679
1001701603_P7	-8276.8361877734	-208.42419688303082
1001701603_P8	-8633.206451854525	-236.888787300383
1001701603_P9	-8230.264668772263	-599.6602259496701
1001701603_P10	-9034.675710569769	-364.8910156822139
1001701603_P11	-8136.188680407633	-501.3749454255189
1001701603_P12	-8335.091698318405	121.30441314532662
1001701603_P13	-8503.162046565707	-617.8839379605021
1001701603_P14	-8948.07558199571	-492.72886854357984
1001701603_P15	-8450.54823242302	-572.004012968343
1001701603_P17	-9004.131596218116	-267.0378925611447
1001701603_P18	-7987.514834127019	314.9596851582989
1001701603_P19	-7875.29763694355	-0.11016462632339963
1001701603_P20	-8088.994719631339	-482.8131686383574
1001701603_P21	-8241.360024912376	-94.38038700771216
1001701603_P22	-8703.619183791989	-597.1897248998976
1001701603_P23	-8200.974814710262	-513.525268078675
1001701605_A2	-8738.841258491995	341.54051015167414
1001701605_A3	-8412.243808160505	-445.5963439251097
1001701605_A4	-8899.485279886456	239.99620444886645
1001701605_A7	-8511.408733484332	136.0482457998115
1001701605_A8	-8164.4434084461345	-758.7606695133023
1001701605_A10	-8960.74139468246	164.18658476866077
1001701605_A11	-8703.021570946557	347.3890704766353
1001701605_A12	-8197.233044827219	190.27747748809117
1001701605_A14	-8014.245881016796	-165.17259994730495
1001701605_A15	-7961.2424536059025	163.1766996018466
1001701605_A16	-8412.175148351696	45.22831510021221
1001701605_A17	-8568.00776282388	-34.21019573173561
1001701605_A18	-8575.70028571168	-416.58989911744527
1001701605_A19	-8302.991727782459	7.388025552450188
1001701605_A21	-8169.894159298206	173.59072236371333
1001701605_A22	-7848.954648768322	215.91234857324403
1001701605_B1	-8053.647903178397	-740.5208232454432
1001701605_B2	-8909.02025260134	295.65245012375453
1001701605_B4	-9346.44305272426	263.00769693093923
1001701605_B5	-7893.747385097298	310.7559974239538
1001701605_B6	-7874.392135637648	-667.1285354579363
1001701605_B7	-8787.963924817712	691.2088990037728
1001701605_B10	-8724.859787106836	161.63268915279798
1001701605_B11	-9174.361235841507	414.0880866212633
1001701605_B13	-7882.528643078224	-112.86615486340618
1001701605_B14	-8020.115288071863	182.4029694922336
1001701605_B15	-8503.169572687419	-156.10617122495597
1001701605_B17	-7868.978079215533	-45.32803742667312
1001701605_B18	-9014.594953318496	274.87398690220834
1001701605_B19	-8186.151768604468	294.69815243829294
1001701605_B20	-8248.999424838647	-21.116836486849337
1001701605_B21	-7865.186368574161	241.30482414594783
1001701605_B23	-7764.609387478452	71.1041064167283
1001701605_C2	-8894.375351993218	340.0163146467208
1001701605_C3	-8745.934112872046	126.11336282764755
1001701605_C4	-8441.623618377615	-372.35176828761934
1001701605_C8	-8790.25221734181	547.8055537640628
1001701605_C9	-8323.431279594868	-552.4542537918026
1001701605_C11	-8649.652445639502	325.61602245305
1001701605_C12	-8005.486561970023	272.3433877501932
1001701605_C13	-8023.789098960661	-3.7903578554372097
1001701605_C15	-8405.138153418788	17.37835607254862
1001701605_C16	-7912.114516923504	-86.91182401160664
1001701605_C17	-8419.517862668961	-100.56043376471243
1001701605_C18	-8031.151734360195	13.036640280036575
1001701605_C19	-7791.849450081566	39.45381459335374
1001701605_C20	-7835.3213055257365	-168.30905521447528
1001701605_C21	-8031.366172731213	136.68522458683978
1001701605_C22	-8160.3101468824725	-166.21411975987849
1001701605_D1	-8810.291734615488	-91.08910133330043
1001701605_D2	-8736.715851456502	33.0262518378055
1001701605_D7	-8138.497762853855	-553.621003138829
1001701605_D8	-8876.320435848746	408.96586167421543
1001701605_D9	-8791.648213922832	217.00276455490877
1001701605_D10	-8926.732973577558	709.3846655567894
1001701605_D12	-8267.61991667257	-137.40634160148997
1001701605_D13	-8442.467447520228	-73.46589902129624
1001701605_D14	-8332.039894984477	-93.2277698181938
1001701605_D15	-8480.38921736294	-138.84955727967042
1001701605_D16	-8318.46621347567	40.15829293452555
1001701605_D17	-8442.540051737673	-4.47219721598175
1001701605_D18	-8866.092811039085	-238.9125072490729
1001701605_D20	-7798.722997304195	127.98286596321235
1001701605_D21	-8268.453347116085	36.28299181942205
1001701605_D22	-7942.352749047156	109.66318421818802
1001701605_E1	-8860.065538645651	-136.94416142344593
1001701605_E2	-8947.38632076758	786.937125926618
1001701605_E3	-7941.197471863874	-518.0126327697317
1001701605_E7	-9208.757335458833	192.7011848457814
1001701605_E9	-8200.440545815907	-642.6052650459231
1001701605_E11	-8629.03529895057	-464.4275371647076
1001701605_E12	-8421.296723505893	-275.28543809988423
1001701605_E13	-8257.247742758904	-164.3202928216319
1001701605_E14	-7994.100418007434	45.06802907970097
1001701605_E16	-8242.292597530493	123.24744305904176
1001701605_E17	-7985.849486035987	210.0133957745034
1001701605_E18	-7736.835720683917	110.44648412271684
1001701605_E19	-8371.422063904387	-304.5578963860042
1001701605_E20	-8430.78916334125	35.41886268985468
1001701605_E21	-8498.793185513383	211.69711204963085
1001701605_E22	-8097.52277984633	-26.910015262880556
1001701605_F1	-8918.518640180573	96.58660272287752
1001701605_F4	-7972.529503937154	-612.9887414990161
1001701605_F5	-8868.210309814109	286.40549476289806
1001701605_F6	-8862.629963770192	-90.26301891948799
1001701605_F8	-8421.961232317311	-645.3793588729073
1001701605_F9	-8475.585629389347	-488.77767460472927
1001701605_F10	-8843.033987786455	-335.0941604262967
1001701605_F12	-8086.210636874178	187.22995632166956
1001701605_F13	-8542.288725480821	-337.24528295917804
1001701605_F14	-7641.426260063401	-8.670518788247621
1001701605_F15	-7814.625999205473	43.58966651562338
1001701605_F16	-8135.2176829601085	39.71375158902238
1001701605_F17	-8401.40518220068	177.6933642138844
1001701605_F18	-8332.888434348093	106.50328511603459
1001701605_F19	-8339.598173352286	81.19912725163731
1001701605_F20	-8547.29630848377	-284.1063157873749
1001701605_F21	-8717.12118063499	-469.25224702300085
1001701605_F22	-8174.514472532354	-10.295352740708458
1001701605_G1	-9185.691151828605	528.3517297214726
1001701605_G3	-8801.008796089382	719.018331773354
1001701605_G4	-9093.215549341448	-133.99577357513476
1001701605_G6	-8834.152333649778	-0.1969589455147045
1001701605_G7	-8397.40951296257	-213.95542410406708
1001701605_G8	-8947.336828829839	760.1287235027125
1001701605_G9	-8099.293795808251	-902.9258449033518
1001701605_G10	-8339.780121970354	-33.611470815720466
1001701605_G12	-8661.42944466712	-370.5328931332086
1001701605_G13	-8049.879731763473	189.59525898936045
1001701605_G14	-8346.695852004706	-273.1153349771826
1001701605_G15	-8501.607189362432	-522.6009991366833
1001701605_G16	-7949.6019265843615	-35.65192488787032
1001701605_G17	-8031.6268056272565	288.0822046614639
1001701605_G18	-8051.756564409599	37.96588202690508
1001701605_G21	-7665.263585393829	12.19444622799868
