	dimension 1	dimension 2
1001701303_H17	-16.792604	14.737868
1001701303_H18	-13.168514	34.23709
1001701303_H19	-26.086836	11.744988
1001701303_H20	-18.12723	-1.6271765
1001701303_H21	-9.0469885	-14.7797785
1001701303_H22	-1.651193	8.063442
1001701303_H23	-16.180136	24.159523
1001701303_I12	-5.6972747	26.842768
1001701303_I13	-3.6889732	26.370623
1001701303_I14	3.8356407	20.633156
1001701303_I15	18.70088	-26.608713
1001701303_I16	5.87239	16.598192
1001701303_I17	-7.81918	20.757095
1001701303_I18	11.774915	5.23002
1001701303_I20	5.47508	21.360773
1001701303_I21	15.859279	7.4394617
1001701303_I22	20.564041	-28.068283
1001701303_I23	-38.537323	26.049992
1001701303_J12	3.298035	13.530282
1001701303_J13	-15.946662	-0.58847666
1001701303_J14	-7.0123663	14.125864
1001701303_J15	20.048828	-24.897427
1001701303_J17	-8.65243	-9.000762
1001701303_J18	-10.52888	-2.9517636
1001701303_J19	10.62342	-15.3432255
1001701303_J21	-0.77163357	22.210693
1001701303_J22	6.8224726	-2.236995
1001701303_J23	-8.244915	22.618113
1001701303_K13	-2.380399	-3.0780911
1001701303_K14	-20.478897	28.788221
1001701303_K15	7.601718	8.8141365
1001701303_K16	22.526981	12.053593
1001701303_K17	17.793032	-23.777273
1001701303_K18	-18.474674	5.2084565
1001701303_K19	-1.2807372	9.526865
1001701303_K20	26.994173	-17.6181
1001701303_K21	-22.750393	15.396125
1001701303_K22	-28.484228	-7.9326663
1001701303_K23	-18.640097	24.1918
1001701303_L12	12.564591	-19.399994
1001701303_L13	8.581083	22.977648
1001701303_L14	5.6899266	19.732195
1001701303_L15	-23.844397	7.703934
1001701303_L16	-4.71059	29.925613
1001701303_L17	-16.85623	21.32862
1001701303_L18	-2.4657886	26.031294
1001701303_L19	-19.684404	27.77374
1001701303_L21	5.9642644	-5.010506
1001701303_L22	-24.014376	-1.7095506
1001701303_L23	-16.668022	-1.1355562
1001701303_M12	3.4865487	-6.9056516
1001701303_M13	-15.572788	26.386541
1001701303_M15	9.695042	25.31594
1001701303_M16	13.062625	-17.179293
1001701303_M17	-1.5357112	-24.080584
1001701303_M18	-30.302814	17.160583
1001701303_M19	-14.01432	-3.0396695
1001701303_M20	13.672874	9.915782
1001701303_M21	-11.675946	-19.16514
1001701303_M22	-17.82272	23.11273
1001701303_M23	13.381986	25.5838
1001701303_N12	-7.9732494	-3.373649
1001701303_N13	12.459718	-31.236225
1001701303_N14	8.028433	-16.2932
1001701303_N15	-16.86802	3.3067117
1001701303_N16	-15.017436	22.117777
1001701303_N17	-19.945269	-10.210886
1001701303_N18	21.827002	-40.15425
1001701303_N19	12.483135	13.707695
1001701303_N20	-5.6736045	7.496528
1001701303_N22	-19.250643	22.85708
1001701303_N23	16.381777	-17.777195
1001701303_O13	3.0102177	-22.214594
1001701303_O14	-13.277981	-9.12077
1001701303_O15	-31.733038	-6.072968
1001701303_O16	-12.181859	23.492342
1001701303_O17	7.3090143	-9.8179
1001701303_O18	4.1999793	9.816488
1001701303_O20	3.7752633	15.510283
1001701303_O21	10.892979	-3.8707247
1001701303_O22	-14.720669	1.5839006
1001701303_P12	16.83596	-5.327689
1001701303_P13	12.912389	-28.51245
1001701303_P14	6.108964	2.2364395
1001701303_P15	-2.0881019	-18.94662
1001701303_P16	7.986647	-26.65078
1001701303_P17	14.933311	14.498745
1001701303_P20	-22.41165	-16.296358
1001701303_P22	14.261482	-15.578178
1001701303_P23	-18.467085	-1.3836279
1001701305_A12	-15.262138	24.382694
1001701305_A13	18.684553	-3.924549
1001701305_A14	1.3804523	-25.718086
1001701305_A15	-17.812744	10.578233
1001701305_A16	-5.838105	5.0452256
1001701305_A17	-7.545279	29.123514
1001701305_A18	-13.854534	8.597363
1001701305_A19	20.707977	-23.568146
1001701305_A21	4.2374825	22.256483
1001701305_B1	-20.22145	32.237606
1001701305_B2	7.045388	16.72344
1001701305_B4	-6.184213	32.897923
1001701305_B10	-9.678279	-0.10868751
1001701305_B12	27.741459	-18.56187
1001701305_B13	-10.917822	24.479952
1001701305_B14	7.4018955	6.483635
1001701305_B16	5.83489	-23.809006
1001701305_B17	-7.8467193	17.402992
1001701305_B18	4.723642	23.401987
1001701305_B19	-22.890808	20.505066
1001701305_B20	-41.17395	19.276478
1001701305_B23	2.9096103	17.980488
1001701305_C12	-2.4878416	1.0359571
1001701305_C13	-7.2347984	11.717815
1001701305_C14	-8.942191	2.4758198
1001701305_C15	-8.593874	32.449062
1001701305_C16	21.28576	-29.07352
1001701305_C17	10.250575	5.0814233
1001701305_C18	-16.089586	17.597689
1001701305_C19	14.664929	-19.719872
1001701305_C20	-22.111277	30.333656
1001701305_C21	-19.761482	22.067223
1001701305_C22	8.501041	-16.530058
1001701305_C23	-10.290465	23.803457
1001701305_D2	-28.433601	-8.76336
1001701305_D4	-10.97115	15.0482235
1001701305_D8	-15.438616	18.235922
1001701305_D13	-3.057675	0.5171868
1001701305_D14	10.093487	31.385279
1001701305_D15	-18.273184	1.8303764
1001701305_D16	-14.278169	10.920641
1001701305_D17	-8.755391	1.9483564
1001701305_D18	4.651921	-20.891512
1001701305_D19	-3.8298492	25.886408
1001701305_D20	-0.10989765	23.872395
1001701305_D21	-18.922478	2.4542084
1001701305_D22	-27.471869	22.450426
1001701305_D23	0.30606017	14.793178
1001701305_E2	19.292692	-28.66028
1001701305_E12	-16.255259	30.19424
1001701305_E14	6.7091374	32.10328
1001701305_E15	-25.667398	22.870619
1001701305_E17	-2.285657	10.656923
1001701305_E18	-14.563439	20.126522
1001701305_E19	10.283367	18.733704
1001701305_E20	0.92699534	25.16772
1001701305_F12	7.010043	-21.1519
1001701305_F14	-5.9269223	-1.9023511
1001701305_F15	0.54072595	3.9714026
1001701305_F16	5.4602265	25.993107
1001701305_F17	0.07811519	25.949762
1001701305_F18	-17.18992	20.905783
1001701305_F19	23.682392	-27.25224
1001701305_F21	-29.984343	17.46122
1001701305_F22	-13.859387	13.241539
1001701305_G12	13.049515	-26.118595
1001701305_G13	23.305975	-31.90827
1001701305_G15	-4.5199175	12.434647
1001701305_G17	-7.2090178	11.771782
1001701305_G18	-20.027998	-3.2536814
1001701305_G19	-0.5831121	-4.337408
1001701305_G20	-5.3726764	-3.228998
1001701305_G23	-26.175846	4.5183287
1001701305_H3	-9.760975	-0.119804226
1001701305_H12	-27.560844	18.1367
1001701305_H13	10.117596	31.367208
1001701305_H14	-1.1222787	-26.406729
1001701305_H15	-12.876284	-4.612286
1001701305_H16	-4.924318	23.938622
1001701305_H17	-15.607481	26.487516
1001701305_H18	-14.592661	-21.139292
1001701305_H19	-20.150568	-13.59164
1001701305_H20	-14.264789	7.181747
1001701305_I12	11.255051	-16.216549
1001701305_I13	4.1109962	-24.371744
1001701305_I14	-5.492489	4.2388334
1001701305_I15	-15.9420395	-10.775358
1001701305_I16	8.893509	15.7773
1001701305_I17	-11.183884	-9.477739
1001701305_I18	-16.213469	33.551044
1001701305_I19	4.1123223	-22.883171
1001701305_I20	-0.5296745	-4.1309843
1001701305_I21	-19.006771	22.371061
1001701305_I23	-14.03975	10.926652
1001701305_J2	15.637223	-21.771479
1001701305_J6	3.2232676	-28.8699
1001701305_J12	-14.488907	20.063643
1001701305_J13	-9.003768	-1.8916892
1001701305_J15	-22.341679	10.106328
1001701305_J16	-23.189877	20.609545
1001701305_J17	-15.459821	23.479546
1001701305_J18	7.7624965	13.373053
1001701305_J19	7.696483	2.7164667
1001701305_J20	-14.132278	22.91338
1001701305_J22	-20.11592	-3.1068065
1001701305_J23	-2.062047	-29.990147
1001701305_K4	25.39094	-45.0226
1001701305_K6	-17.42327	12.607922
1001701305_K12	0.7447446	27.53402
1001701305_K13	-3.9199429	27.051859
1001701305_K14	6.1514683	26.722683
1001701305_K15	13.164459	-22.259634
1001701305_K16	-5.855999	-9.588307
1001701305_K17	14.605718	5.0628743
1001701305_K18	-1.3842518	26.004217
1001701305_K19	-13.493504	20.060724
1001701305_K20	5.0116487	-31.97997
1001701305_K22	15.5964985	-16.592531
1001701305_K23	-20.35495	14.619144
1001701305_L5	-0.062354356	19.46443
1001701305_L12	-7.8636956	-3.592288
1001701305_L13	2.3166354	-2.7472374
1001701305_L14	-1.719883	23.239056
1001701305_L15	13.292741	25.411724
1001701305_L17	-28.54431	15.067599
1001701305_L18	23.834673	-14.703813
1001701305_L19	-6.0528502	14.115299
1001701305_L20	-20.005474	14.044199
1001701305_L22	-4.794074	19.791676
1001701305_L23	3.5914853	-20.694332
1001701305_M4	3.2172027	24.891947
1001701305_M11	-23.756912	17.793554
1001701305_M12	-12.454475	33.977356
1001701305_M13	-25.5591	18.561092
1001701305_M14	9.515544	-21.547476
1001701305_M15	-13.54644	-1.1590321
1001701305_M16	11.260408	3.2717497
1001701305_M17	10.452208	14.326475
1001701305_M18	3.8557868	19.334518
1001701305_M19	14.054246	-6.899338
1001701305_M20	-29.576412	0.27760842
1001701305_M21	25.446688	-37.966892
1001701305_M23	-9.617439	5.266951
1001701305_N4	2.9811113	25.300695
1001701305_N11	0.79269236	13.315272
1001701305_N12	17.599554	-27.893013
1001701305_N13	9.122807	19.53509
1001701305_N14	1.4545145	29.027246
1001701305_N15	3.2132502	0.48505038
1001701305_N16	-17.501524	-6.048366
1001701305_N17	-5.819851	1.1553845
1001701305_N18	-11.9213085	25.383762
1001701305_N19	-3.8084242	6.4260693
1001701305_N20	-18.669796	26.280228
1001701305_N22	-21.228893	19.281502
1001701305_N23	-13.504382	4.870183
1001701305_O7	-35.26869	31.211145
1001701305_O12	-4.7099423	12.397708
1001701305_O13	-4.7587976	7.272063
1001701305_O14	17.931656	9.942739
1001701305_O15	-24.042177	19.237299
1001701305_O17	-18.051773	-3.4577832
1001701305_O18	-14.950803	-8.903833
1001701305_O19	-25.683462	22.783463
1001701305_O20	18.33945	11.894894
1001701305_O23	-11.886007	13.46409
1001701305_P1	-4.7145376	29.925167
1001701305_P12	1.8153974	19.5511
1001701305_P14	20.8354	-28.846949
1001701305_P15	-3.9739711	18.468706
1001701305_P16	9.64059	-19.942244
1001701305_P18	-6.2611003	23.204782
1001701305_P19	-3.9990003	2.9139476
1001701305_P21	0.8054644	15.356906
1001701401_A16	25.091782	-43.12992
1001701401_C10	42.43676	-53.287235
1001701401_C11	33.237686	-54.594696
1001701401_C14	41.752674	-50.42107
1001701401_C16	42.775517	-53.543453
1001701401_D13	37.228073	-53.961403
1001701401_D14	39.94667	-46.074005
1001701401_D16	42.08422	-46.400517
1001701401_E14	41.89585	-50.78021
1001701401_F10	36.807125	-53.164604
1001701401_F13	37.483322	-53.140697
1001701401_F16	42.643906	-51.364464
1001701401_G9	42.809715	-49.173023
1001701401_G11	36.38368	-55.07585
1001701401_G13	42.67927	-47.636276
1001701401_G14	41.86842	-51.10956
1001701401_G15	44.161953	-50.305298
1001701401_I10	40.65775	-51.746315
1001701401_I12	44.7032	-48.660156
1001701401_J5	35.16028	-50.11086
1001701401_J13	40.89071	-53.170685
1001701401_J15	-19.569426	8.827896
1001701401_J16	36.05227	-50.69104
1001701401_K13	44.3156	-48.56859
1001701401_K16	32.751923	-53.010574
1001701401_L11	39.299564	-50.101147
1001701401_L14	33.90202	-45.902885
1001701401_M9	41.69614	-51.191288
1001701401_M10	42.80207	-51.92737
1001701401_M16	43.16501	-48.514545
1001701401_N9	41.89119	-50.828346
1001701401_N10	39.576607	-53.472946
1001701401_N15	41.82339	-50.89779
1001701401_O15	43.285816	-51.87937
1001701401_O16	43.030178	-48.973976
1001701401_P10	41.50549	-51.009373
1001701401_P13	36.463863	-52.42964
1001701401_P16	38.490086	-53.321167
1001701403_A13	-18.793724	12.198829
1001701403_A17	-16.843464	-9.58652
1001701403_A18	-8.433994	-17.112019
1001701403_A20	-10.647583	2.7247849
1001701403_A21	-13.2530365	17.78672
1001701403_A22	2.9869874	4.617758
1001701403_A23	-0.608862	8.047556
1001701403_B14	-29.597124	5.0973887
1001701403_B15	-6.6849775	16.949793
1001701403_B16	1.9985201	-15.179112
1001701403_B17	-20.111351	-9.689975
1001701403_B20	-4.4282265	10.302231
1001701403_B21	-21.049253	-0.6006108
1001701403_B23	-7.4747267	13.010565
1001701403_C12	9.350125	-27.046827
1001701403_C13	-5.5289507	-16.05252
1001701403_C15	-25.035015	-9.668582
1001701403_C16	-30.675348	12.802482
1001701403_C18	-10.002355	-5.7921267
1001701403_C20	-16.809305	-9.526827
1001701403_C23	-19.334229	7.8442435
1001701403_D12	12.959812	16.453218
1001701403_D13	-16.839834	6.5635834
1001701403_D14	-11.582138	5.578043
1001701403_D15	1.4470042	-6.7692175
1001701403_D17	-17.662947	15.880902
1001701403_D18	-5.6444674	-29.281656
1001701403_D19	6.1666737	7.72168
1001701403_D20	-12.743022	5.845261
1001701403_D21	-17.293327	-2.5820334
1001701403_D23	-18.068632	8.285398
1001701403_E13	-20.53524	-0.4382031
1001701403_E14	2.3998077	10.840521
1001701403_E15	5.102451	-14.616642
1001701403_E16	34.442963	-45.92348
1001701403_E17	-13.121191	9.099785
1001701403_E18	-11.50605	-10.951003
1001701403_E19	-7.1424036	-3.5651412
1001701403_F15	-17.122488	6.2220173
1001701403_F17	-16.849913	-3.2936807
1001701403_F18	-6.4723973	-12.571989
1001701403_F20	-17.75564	7.7082667
1001701403_F21	-18.58247	15.253472
1001701403_F22	-10.545351	4.1246686
1001701403_F23	-7.9084783	-12.027561
1001701403_G12	-16.976946	-2.943542
1001701403_G13	-12.759898	-5.707942
1001701403_G15	-14.703852	0.7580764
1001701403_G18	-14.285375	-6.63661
1001701403_G19	-19.267567	-3.0750074
1001701403_G21	-15.300093	-8.852445
1001701403_G22	-14.971293	5.4578567
1001701403_G23	-23.397102	-1.6340892
1001701403_H12	-18.98194	5.663778
1001701403_H13	-16.209805	1.4121747
1001701403_H15	-18.53695	-11.263265
1001701403_H17	30.633886	-45.69678
1001701403_H20	-20.327095	6.7644978
1001701403_H21	-21.580553	13.333234
1001701403_H22	-17.123747	6.4369435
1001701403_I12	-17.106728	-5.2023973
1001701403_I14	-13.100528	9.481197
1001701403_I17	-17.934364	2.9119174
1001701403_I18	44.291233	-50.300602
1001701403_I19	-20.198164	12.4192295
1001701403_I20	-21.733301	-2.448978
1001701403_I22	-8.47447	-17.148716
1001701403_I23	-20.030964	-3.0348186
1001701403_J14	-18.52885	13.385078
1001701403_J17	-18.802849	6.3095846
1001701403_J18	7.360583	13.945263
1001701403_J20	-19.022272	16.899464
1001701403_J21	-5.0901413	5.0314474
1001701403_J22	-2.654651	11.217236
1001701403_J23	-0.36872768	9.10112
1001701403_K12	3.5818686	21.188698
1001701403_K13	-18.608566	5.089059
1001701403_K14	-5.8852987	11.613267
1001701403_K16	-17.827322	5.446435
1001701403_K17	-16.153114	23.160597
1001701403_K18	-18.794157	5.9980054
1001701403_K19	3.9465706	15.787562
1001701403_K23	1.9662445	22.333746
1001701403_L12	-19.391472	7.490805
1001701403_L13	-5.6622725	-17.051123
1001701403_L17	36.9838	-53.315014
1001701403_L21	-14.876533	-6.218562
1001701403_L22	-11.024794	-2.6881227
1001701403_L23	-19.518187	-1.5471102
1001701403_M12	-0.44410113	9.214202
1001701403_M14	-22.693834	5.8796253
1001701403_M15	-14.678602	6.794093
1001701403_M16	-24.344522	2.5613012
1001701403_M17	-11.0019045	-5.9797764
1001701403_M18	-13.228122	13.478775
1001701403_M19	-15.687658	2.7758482
1001701403_M20	-14.879478	1.6532292
1001701403_M21	-16.312342	14.331111
1001701403_M22	-10.86602	22.059471
1001701403_M23	-17.958622	-6.9133153
1001701403_N12	-22.091015	-3.8121102
1001701403_N14	-21.346296	-2.5462806
1001701403_N15	-14.483415	-1.7247784
1001701403_N18	12.279503	-16.316532
1001701403_N19	-0.05329495	-26.821877
1001701403_N20	-9.810479	-5.706995
1001701403_N21	18.737322	9.314687
1001701403_N22	-22.557117	1.3857048
1001701403_N23	-5.561096	-16.079496
1001701403_O12	-19.2563	2.83091
1001701403_O16	-16.382048	8.5453615
1001701403_O18	-13.907635	1.7001895
1001701403_O19	-19.852304	0.19306098
1001701403_O21	6.117432	6.5617967
1001701403_O22	-8.86765	-27.1556
1001701403_O23	-22.00614	5.700914
1001701403_P12	-2.4148982	-1.7462233
1001701403_P13	-11.561552	-6.4393744
1001701403_P14	-18.90798	13.742423
1001701403_P16	-17.669365	17.50517
1001701403_P17	-3.023158	8.129566
1001701403_P18	-11.634305	-7.9777074
1001701403_P19	43.0081	-48.241688
1001701405_A8	-13.1838255	-7.1619916
1001701405_A12	-14.627055	-7.243022
1001701405_A13	-13.556428	17.950382
1001701405_A14	24.545937	6.7780175
1001701405_A16	-16.798868	0.32002884
1001701405_A17	-18.899601	0.46076694
1001701405_A18	-2.5158312	-12.87595
1001701405_A19	-15.244071	2.7761927
1001701405_A20	-20.766806	8.215024
1001701405_A22	10.456616	15.432967
1001701405_A23	-14.61412	18.370277
1001701405_B11	-21.440794	13.514616
1001701405_B12	-1.3754469	-2.1360433
1001701405_B13	-22.355745	5.639481
1001701405_B14	-22.590015	-1.3675362
1001701405_B15	-14.725094	-16.7915
1001701405_B16	-23.59063	4.795466
1001701405_B17	-18.465036	-7.443432
1001701405_B18	-24.689903	-3.146631
1001701405_B19	-20.682625	7.5044546
1001701405_B20	-17.25315	0.20554313
1001701405_B23	-20.643566	5.9559813
1001701405_C8	-5.388638	22.908869
1001701405_C12	-14.6251955	21.84589
1001701405_C13	-6.8583975	-18.651909
1001701405_C14	-22.249226	10.260568
1001701405_C15	-9.643841	15.890972
1001701405_C16	-20.442402	13.874436
1001701405_C17	-19.502943	7.442859
1001701405_C18	-22.470648	18.828928
1001701405_C19	-22.248716	16.312132
1001701405_C20	-21.983414	12.682058
1001701405_C21	-22.681364	4.0280113
1001701405_C22	-34.79013	19.144588
1001701405_C23	-3.9425309	14.8021345
1001701405_D12	0.67661905	3.729733
1001701405_D13	-17.387915	0.8775309
1001701405_D14	-20.284058	7.4275656
1001701405_D15	-19.217833	-4.2276344
1001701405_D16	-16.672703	-8.5351305
1001701405_D17	-22.838692	5.640255
1001701405_D18	-20.733547	3.215489
1001701405_D19	-3.2314358	24.792215
1001701405_D20	6.4892125	22.428263
1001701405_D21	-19.87154	4.8053017
1001701405_D23	-28.521458	-4.336516
1001701405_E12	-15.739424	1.0259202
1001701405_E13	-12.3835335	8.656305
1001701405_E14	-13.526351	7.36895
1001701405_E15	-21.04075	8.141434
1001701405_E16	-15.565327	1.7188731
1001701405_E17	-17.547365	1.7466129
1001701405_E18	-3.2632256	24.345737
1001701405_E19	-14.08305	-3.6166952
1001701405_E20	-24.05145	-7.473197
1001701405_F9	-20.874481	13.557664
1001701405_F12	-13.060509	5.7063165
1001701405_F14	-14.923509	2.9584339
1001701405_F15	-16.490892	8.58555
1001701405_F16	-13.018665	8.687185
1001701405_F17	-19.24495	-4.4119835
1001701405_F18	-0.7483277	13.014775
1001701405_F19	-17.055925	-5.318741
1001701405_F21	-34.357723	2.46385
1001701405_G12	-16.733925	-8.416793
1001701405_G13	-16.948523	-2.618443
1001701405_G14	9.412167	-18.435202
1001701405_G15	-21.121044	-0.784087
1001701405_G16	-15.243218	-12.54794
1001701405_G17	-1.068844	-2.7787564
1001701405_G18	-42.649757	21.012897
1001701405_G19	-20.475397	7.6609273
1001701405_G20	9.241343	-19.207352
1001701405_G23	-22.75957	-1.4713123
1001701405_H12	-24.410458	1.1232004
1001701405_H13	-19.410488	10.331348
1001701405_H14	-23.971426	-3.6793385
1001701405_H15	22.726942	-1.53984
1001701405_H16	-9.305872	7.0531588
1001701405_H17	-19.902454	6.931869
1001701405_H18	-17.836166	4.136177
1001701405_H19	-14.826891	32.0948
1001701405_H20	-18.925299	16.968666
1001701405_H21	-22.724575	5.552483
1001701405_H22	6.943885	-2.946767
1001701405_H23	-8.376538	-17.325357
1001701405_I1	-12.342215	29.696846
1001701405_I13	-20.556892	18.230944
1001701405_I14	-13.414522	-6.968251
1001701405_I15	-10.453439	4.025513
1001701405_I16	-24.205666	0.47563165
1001701405_I17	-20.59988	4.679922
1001701405_I18	-3.3128853	-6.3655066
1001701405_I19	-20.717213	-1.631445
1001701405_I20	-13.887301	-6.885341
1001701405_I22	-23.776808	-0.282222
1001701405_I23	8.046653	-19.908484
1001701405_J3	-7.3290043	-2.6692095
1001701405_J7	-22.925686	2.3653696
1001701405_J12	-17.21976	2.020927
1001701405_J13	-19.922052	8.217273
1001701405_J14	-16.60912	-8.845841
1001701405_J15	4.3322325	-24.739841
1001701405_J16	16.4464	17.676289
1001701405_J17	-24.255547	-3.3752515
1001701405_J18	-21.439997	-1.5145223
1001701405_J19	-20.79322	5.723107
1001701405_J20	-23.733616	2.3529985
1001701405_J23	-9.539365	-19.27269
1001701405_K2	-14.333602	-0.6256424
1001701405_K5	41.81473	-50.612755
1001701405_K12	-4.7801986	-8.337969
1001701405_K13	-12.484727	-5.0694895
1001701405_K14	-20.930124	3.1714463
1001701405_K15	-24.278805	3.2119482
1001701405_K16	-21.751188	3.9509225
1001701405_K17	8.854269	-18.84577
1001701405_K18	0.43611693	-36.237392
1001701405_K19	-20.75447	4.444006
1001701405_K20	-34.905655	25.91905
1001701405_K21	9.318525	-21.226738
1001701405_K22	-6.595547	-29.2282
1001701405_L12	-18.223946	9.5405445
1001701405_L13	-4.9843626	-26.937035
1001701405_L14	-15.57337	2.6617668
1001701405_L15	-12.545184	1.4454179
1001701405_L17	-15.505571	-7.144584
1001701405_L18	-19.837915	-5.671122
1001701405_L19	-10.438029	11.159356
1001701405_L20	-4.5027504	13.442074
1001701405_L21	-24.296196	2.0613232
1001701405_L22	-12.974443	5.854539
1001701405_L23	-18.210035	3.1932893
1001701405_M5	32.752842	-52.914734
1001701405_M12	-8.320002	-21.07028
1001701405_M13	-13.353439	-4.529891
1001701405_M14	-12.835105	7.258269
1001701405_M15	-4.824473	14.7815485
1001701405_M16	-14.04375	-3.6522033
1001701405_M17	-21.482218	-2.4227505
1001701405_M18	-7.7265944	22.170336
1001701405_M19	-24.219904	0.8942766
1001701405_M20	-8.393636	18.329943
1001701405_M21	-19.298378	21.469612
1001701405_M23	-18.483183	0.6481098
1001701405_N10	43.160706	-48.53938
1001701405_N12	-22.646164	16.741522
1001701405_N13	-11.914648	7.457967
1001701405_N14	-21.336706	10.261981
1001701405_N15	-15.922373	1.7560031
1001701405_N16	-9.093631	-17.364098
1001701405_N17	-6.6435475	7.3406124
1001701405_N18	-22.575768	-0.25053713
1001701405_N19	-19.458454	6.8932447
1001701405_N20	1.9459549	-6.7070594
1001701405_N22	-28.72064	-4.560093
1001701405_N23	-22.357634	3.958993
1001701405_O3	-21.797281	13.078738
1001701405_O11	-4.799839	-21.5059
1001701405_O12	-21.191294	-5.8410516
1001701405_O13	-23.165852	2.2680147
1001701405_O14	5.3639183	16.942724
1001701405_O15	-17.322191	19.860802
1001701405_O17	-21.327286	3.6584601
1001701405_O18	-12.526739	4.159286
1001701405_O19	20.118538	1.8450184
1001701405_O20	-19.798485	-0.9392422
1001701405_P12	8.160941	1.8670202
1001701405_P14	-23.265638	-8.929689
1001701405_P15	-19.061298	22.360569
1001701405_P16	-7.284723	-0.38274372
1001701405_P17	-13.919407	2.869996
1001701405_P18	-19.34705	-4.4692774
1001701405_P19	-18.51985	13.782898
1001701405_P20	-14.059924	2.8185058
1001701405_P22	-8.292382	-3.6888735
1001701405_P23	-20.749619	2.9807649
1001701501_A16	27.002796	-40.698936
1001701501_A19	33.44921	-51.5001
1001701501_C15	26.407059	-42.40927
1001701501_D2	2.0811288	14.994163
1001701501_D13	32.961727	-53.343575
1001701501_H11	25.073631	-44.729885
1001701501_I13	38.06904	-47.011093
1001701501_I19	42.797363	-49.256943
1001701501_J16	42.244316	-45.59137
1001701501_J18	37.056404	-51.330944
1001701501_L11	27.42662	-43.22532
1001701501_M22	34.569904	-51.114277
1001701501_O19	37.779106	-54.43043
1001701501_P19	39.712067	-46.10822
1001701503_A12	10.646318	-11.196552
1001701503_A14	25.69098	-21.257746
1001701503_A15	-44.020508	17.182262
1001701503_A18	-10.712462	-11.484281
1001701503_A19	-14.122041	-4.696608
1001701503_A22	20.821463	-1.9145597
1001701503_B14	-30.436684	7.899676
1001701503_B15	-17.321566	29.98329
1001701503_B16	-27.794188	25.025799
1001701503_B17	-31.572912	20.5087
1001701503_B19	-6.5958176	-9.932751
1001701503_B22	-22.16578	26.411884
1001701503_B23	-33.18447	2.7803104
1001701503_C13	-33.36887	15.67002
1001701503_C14	-2.523379	16.416464
1001701503_C15	-34.656494	13.298049
1001701503_C16	-12.2353115	5.3919797
1001701503_C17	12.563973	10.04693
1001701503_C18	-37.350918	9.941069
1001701503_C20	-30.96284	1.9078385
1001701503_C21	-0.27231812	0.24055724
1001701503_C22	12.212457	10.780954
1001701503_D12	13.501811	10.918683
1001701503_D13	-4.376664	11.865253
1001701503_D14	-1.6576453	-0.31133837
1001701503_D16	22.944155	-22.937487
1001701503_D17	-22.486174	-12.152187
1001701503_D18	-5.5478663	-8.16003
1001701503_D20	-34.103302	14.09789
1001701503_D21	-6.251708	3.8913083
1001701503_D22	-6.785238	4.013296
1001701503_D23	-23.500624	17.92214
1001701503_E12	-27.581186	35.20367
1001701503_E13	-0.40949646	23.922997
1001701503_E16	19.313831	-26.509195
1001701503_E21	-28.357561	35.587605
1001701503_E22	12.606596	10.128251
1001701503_F13	33.092686	-53.080765
1001701503_F14	-23.736107	-9.744208
1001701503_F15	-2.5827696	31.544298
1001701503_F20	13.22424	13.014577
1001701503_F22	-11.98864	-13.241662
1001701503_F23	-26.322683	-6.622642
1001701503_G15	-0.019446831	0.041573048
1001701503_G16	-34.16994	2.676437
1001701503_G18	-13.695798	5.0707164
1001701503_G19	-23.726416	22.394522
1001701503_G23	-2.740643	12.64875
1001701503_H13	-29.905869	5.002951
1001701503_H14	-1.0472814	16.859896
1001701503_H17	17.433676	-6.972085
1001701503_H21	9.021986	-2.9546254
1001701503_H22	-6.9750595	-7.146415
1001701503_H23	18.183792	-6.145371
1001701503_I13	-12.345127	29.705433
1001701503_I14	19.518349	-23.77906
1001701503_I15	16.600458	-12.134184
1001701503_I18	8.998374	8.310298
1001701503_I22	0.41338032	-0.44143403
1001701503_I23	-26.315691	11.585373
1001701503_J12	-26.033749	9.138525
1001701503_J14	-25.904055	10.103489
1001701503_J15	-23.428904	-11.341282
1001701503_J17	12.218569	19.620958
1001701503_J18	-24.24732	13.829079
1001701503_J20	-32.153366	30.832952
1001701503_J21	18.151663	-22.23164
1001701503_J22	-28.265318	28.290983
1001701503_J23	-5.106297	18.723494
1001701503_K13	-2.1635697	-9.103027
1001701503_K15	-10.529012	-13.040333
1001701503_K16	-16.846752	-14.8905735
1001701503_K18	-33.437584	12.015269
1001701503_K19	-33.0536	15.877631
1001701503_K20	-34.49485	5.5296974
1001701503_K22	-14.900902	1.5798416
1001701503_K23	10.302755	2.0899866
1001701503_L12	-28.50194	7.2183824
1001701503_L16	18.453821	-6.2490396
1001701503_L17	22.819921	-2.7247326
1001701503_L19	-3.8338268	-5.6994777
1001701503_L20	8.623255	-7.2334547
1001701503_L21	-12.46437	4.26262
1001701503_L22	25.833305	5.827028
1001701503_M13	-14.41769	-12.17492
1001701503_M14	15.323781	-5.09282
1001701503_M15	-29.787771	12.038741
1001701503_M16	-8.513548	-12.700866
1001701503_M17	-7.3567133	7.0291786
1001701503_M19	2.3365657	22.896051
1001701503_M20	-18.184	28.367281
1001701503_M21	20.484947	-24.9502
1001701503_N12	-26.507063	9.313053
1001701503_N13	-32.045124	7.0068865
1001701503_N18	15.535527	1.8180044
1001701503_N20	23.585722	-20.98049
1001701503_N22	-30.587446	2.803249
1001701503_N23	-13.870199	0.1607307
1001701503_O12	-32.06479	10.460898
