	dimension 1	dimension 2
1001701503_O13	-7.329462	-4.7005973
1001701503_O15	6.01868	15.328752
1001701503_O17	-21.83512	24.856644
1001701503_O18	-1.260335	23.429188
1001701503_O19	3.1238527	-16.806643
1001701503_O21	-34.189556	14.935882
1001701503_O22	-28.242954	12.778683
1001701503_P14	15.386664	-8.025772
1001701503_P19	-1.2214853	-2.9427097
1001701503_P20	-11.351489	-2.5966482
1001701503_P22	15.189723	-5.173814
1001701505_A7	-10.081146	-8.717754
1001701505_A13	24.942684	-15.998617
1001701505_A21	-35.358788	31.315062
1001701505_A22	16.22162	9.673474
1001701505_A23	-15.327504	16.21327
1001701505_B11	5.325894	16.969511
1001701505_B12	-17.641174	29.9043
1001701505_B13	-21.88686	-19.925081
1001701505_B16	-32.6409	2.2038217
1001701505_B17	7.9452467	15.782204
1001701505_B18	-34.32613	22.624992
1001701505_B19	2.4218194	23.242348
1001701505_B21	13.049292	21.40985
1001701505_B22	-35.96314	5.764085
1001701505_B23	-28.784916	11.06548
1001701505_C14	-9.911324	32.330074
1001701505_C15	-21.59446	20.79047
1001701505_C16	-16.67832	18.81306
1001701505_C17	-12.150293	30.763899
1001701505_C18	-35.34059	9.916256
1001701505_C19	-12.137807	-0.05839118
1001701505_C22	-14.241784	-12.828714
1001701505_C23	-28.211876	25.657848
1001701505_D13	22.718748	-22.13613
1001701505_D15	-6.996213	-7.140079
1001701505_D21	-32.730007	10.442524
1001701505_D22	-19.32793	15.475778
1001701505_E8	-23.221497	28.797941
1001701505_E12	-22.406725	30.646658
1001701505_E13	-20.335476	29.130014
1001701505_E18	-32.22208	23.916504
1001701505_E20	-32.833725	6.0123835
1001701505_E21	5.702876	23.693666
1001701505_F16	-26.35251	34.369064
1001701505_F17	-33.855896	3.855177
1001701505_F18	-3.1035938	13.207774
1001701505_F20	-31.027205	9.271061
1001701505_F21	-28.375267	5.2478476
1001701505_G21	-25.848999	29.692701
1001701505_H13	-28.856104	26.157518
1001701505_H15	-27.583937	21.5985
1001701505_H16	-22.268044	-12.24939
1001701505_H21	17.972225	-22.48823
1001701505_H22	-26.53269	17.612677
1001701505_I12	-12.715452	-11.439671
1001701505_I13	16.280178	-9.968858
1001701505_I17	9.808647	12.837134
1001701505_I18	13.256311	10.450791
1001701505_I19	-10.532062	2.1313472
1001701505_I21	-25.940815	-6.3666515
1001701505_I22	-12.793581	-11.253209
1001701505_J12	11.596096	22.906199
1001701505_J13	-34.23866	9.107225
1001701505_J15	-35.205048	5.088415
1001701505_J16	-11.690324	0.9323063
1001701505_J17	-15.471924	20.04397
1001701505_J21	-8.3867	-1.6463331
1001701505_J22	12.040248	11.241507
1001701505_J23	-2.207357	15.095093
1001701505_K16	10.098234	-8.779403
1001701505_K17	-5.689834	18.038467
1001701505_K18	-11.997611	-13.898191
1001701505_K19	-24.590784	13.975077
1001701505_K20	8.646637	-5.912767
1001701505_K21	-35.937378	16.383574
1001701505_K23	-32.609753	21.739199
1001701505_L15	-4.53894	12.754612
1001701505_L16	-40.17577	12.463697
1001701505_L17	-35.492867	16.881594
1001701505_L20	14.052736	-6.7776394
1001701505_L21	-27.318441	-1.6231807
1001701505_L22	0.71510416	-0.82705957
1001701505_M12	2.5355122	35.017944
1001701505_M13	9.55416	8.389146
1001701505_M14	-0.04984744	0.757876
1001701505_M15	-10.475996	-11.83679
1001701505_M16	-11.031988	5.4291162
1001701505_M21	-31.622911	1.9902501
1001701505_M23	-29.729956	28.803905
1001701505_N12	7.0594764	7.346883
1001701505_N15	9.565296	4.5154853
1001701505_N17	-34.953876	7.095614
1001701505_N18	15.9386635	-8.457767
1001701505_N20	8.091176	25.373661
1001701505_N21	-28.31472	35.375374
1001701505_N23	-33.09688	2.4688025
1001701505_O12	20.282593	-21.64574
1001701505_O13	-3.1472614	-2.9111326
1001701505_O14	4.5862374	15.310033
1001701505_O15	15.833476	-8.517416
1001701505_O16	7.0231814	18.136797
1001701505_O17	-20.874525	26.710117
1001701505_O18	-30.578539	2.8066487
1001701505_O19	-34.939835	5.224053
1001701505_P14	-36.55441	11.542024
1001701505_P15	-31.58764	15.486802
1001701505_P18	-19.043583	30.584951
1001701505_P19	-30.491657	9.63232
1001701505_P20	-9.514215	-3.9309576
1001701505_P22	21.51765	-3.3794355
1001701601_C18	37.15497	-53.803654
1001701601_H16	35.84243	-52.47503
1001701601_L8	33.725105	-46.893223
1001701601_L16	-4.10083	8.350232
1001701601_M14	38.392582	-47.55572
1001701601_M16	17.002274	-38.925404
1001701601_O11	40.589355	-50.216724
1001701601_O13	-8.711386	2.8252041
1001701601_O22	24.081385	-43.104607
1001701601_P4	-29.101706	18.381193
1001701603_A6	-6.2110457	21.347326
1001701603_A8	5.6789193	9.047105
1001701603_A9	-26.106243	25.771738
1001701603_A10	-2.1038785	-0.32186294
1001701603_A13	-28.648237	5.547874
1001701603_A14	4.234649	-1.1419835
1001701603_A16	-29.952362	14.078562
1001701603_A20	-7.319504	32.37079
1001701603_A21	10.55166	12.675282
1001701603_A22	-30.281734	31.430569
1001701603_A23	9.343516	-4.335781
1001701603_B4	-28.652025	26.225231
1001701603_B5	-28.839922	11.624056
1001701603_B8	9.368126	1.3382617
1001701603_B13	12.230787	9.263538
1001701603_B17	-1.3247762	13.110255
1001701603_B19	10.752628	9.721361
1001701603_B21	-17.937904	0.5677884
1001701603_C4	-36.470165	26.978243
1001701603_C6	-28.047419	11.681848
1001701603_C8	10.726181	2.0150673
1001701603_C9	-25.31057	26.36703
1001701603_C10	-32.138325	13.623742
1001701603_C12	4.432064	-8.150236
1001701603_C16	-14.612915	-20.813717
1001701603_C21	-2.4339106	31.567768
1001701603_D5	-17.32724	-15.187817
1001701603_D8	-0.7370475	22.290937
1001701603_D9	-33.45875	29.195637
1001701603_D10	-8.358037	-16.565804
1001701603_D12	-32.463154	17.716452
1001701603_D15	-29.890423	25.897106
1001701603_D18	-1.5245017	-0.14523527
1001701603_D19	-33.375023	12.349934
1001701603_D21	-8.75286	2.0628552
1001701603_E5	2.1347861	5.9363737
1001701603_E8	3.5030193	-4.8933983
1001701603_E11	-10.355951	2.4201095
1001701603_E13	-33.319492	18.348053
1001701603_E16	24.722898	-16.0433
1001701603_E21	-23.572058	26.778122
1001701603_F5	-14.933182	-2.536608
1001701603_F8	-33.389374	27.720125
1001701603_F18	-28.22961	20.43121
1001701603_F20	-1.9668508	-4.8886805
1001701603_F22	-23.297821	23.801388
1001701603_G5	-1.0975001	16.70058
1001701603_G9	-5.502285	0.9096129
1001701603_G10	-14.651585	-20.694838
1001701603_G14	9.976209	-8.470314
1001701603_G15	-31.28674	15.665722
1001701603_G18	-41.961277	21.279772
1001701603_G20	-27.229149	0.84101266
1001701603_G21	-30.753233	23.99494
1001701603_H14	-12.175633	-14.309547
1001701603_H20	3.3567588	-6.6663127
1001701603_I5	-37.292675	18.840992
1001701603_I8	-28.700697	24.145205
1001701603_I9	-28.343489	10.911438
1001701603_I18	-29.225164	4.4152985
1001701603_I22	-34.80183	19.516417
1001701603_J18	-38.705105	22.332914
1001701603_J22	-31.572865	5.2070093
1001701603_K9	-28.471212	14.8122015
1001701603_K11	17.877619	0.70085174
1001701603_K12	-27.6265	24.628119
1001701603_K15	-22.659674	26.315834
1001701603_L7	-1.518921	5.8983474
1001701603_L10	-36.351555	17.95059
1001701603_L12	-18.649647	8.882553
1001701603_L16	-7.3633137	-10.614445
1001701603_L17	13.534676	2.0404322
1001701603_L20	-28.684797	12.170029
1001701603_L23	-32.64746	23.1559
1001701603_M9	-6.9178996	2.7440495
1001701603_M13	-8.522632	32.459538
1001701603_M15	-31.315416	22.327003
1001701603_M18	1.0411913	13.048162
1001701603_M21	7.899922	9.502842
1001701603_M23	16.638805	1.3101761
1001701603_N6	23.609156	-12.710121
1001701603_N11	-25.879595	19.145712
1001701603_N12	-0.13549474	29.006033
1001701603_N13	15.8530655	-9.18166
1001701603_N14	-31.932858	15.545164
1001701603_N17	-28.134655	11.631328
1001701603_N19	-5.182458	-12.024119
1001701603_N21	25.31982	-15.258732
1001701603_O5	4.561459	-9.790938
1001701603_O10	-29.167192	22.115864
1001701603_O13	-24.935614	25.391476
1001701603_O23	-9.678616	28.437424
1001701603_P7	-21.345592	24.958948
1001701603_P8	-0.0002703881	31.634422
1001701603_P12	3.5644484	11.759753
1001701603_P18	-0.2668957	1.6919833
1001701603_P19	-29.97498	7.757902
1001701603_P21	0.08782141	0.85149246
1001701605_A12	10.777132	-0.750027
1001701605_A14	-26.06283	19.572468
1001701605_A15	-21.562084	23.86309
1001701605_A16	-41.571804	12.7276325
1001701605_A17	-2.0316756	32.088867
1001701605_A18	-28.134687	10.471519
1001701605_A19	-33.63144	17.0287
1001701605_A21	-29.639534	10.920882
1001701605_A22	-39.56438	25.108326
1001701605_B5	-13.033098	1.0690466
1001701605_B13	-24.608028	14.700935
1001701605_B14	16.58122	18.116783
1001701605_B15	-17.65633	-15.488482
1001701605_B17	-31.958733	18.812984
1001701605_B19	-24.02718	33.989044
1001701605_B20	-26.30912	20.684252
1001701605_B21	12.016329	11.817714
1001701605_B23	-30.08443	21.173485
1001701605_C12	-26.977034	23.450075
1001701605_C13	-30.268196	27.59867
1001701605_C15	-10.593569	27.22834
1001701605_C16	7.507402	20.792961
1001701605_C17	0.74981433	-16.786879
1001701605_C18	-39.2352	22.74318
1001701605_C19	-35.30424	19.686031
1001701605_C20	20.281801	-7.7923594
1001701605_C21	-13.013576	14.873126
1001701605_C22	-15.138795	12.968267
1001701605_D12	13.2305155	9.884112
1001701605_D13	-20.25938	-20.959286
1001701605_D14	6.818758	8.505901
1001701605_D15	8.146683	-7.8906083
1001701605_D16	12.914286	16.203663
1001701605_D17	-28.873116	23.951271
1001701605_D18	8.850962	-5.857643
1001701605_D20	-32.741566	15.35019
1001701605_D21	3.1816468	31.824913
1001701605_D22	23.159296	-17.127705
1001701605_E12	17.430101	-3.433834
1001701605_E13	16.26936	-13.361667
1001701605_E14	-31.692266	13.680122
1001701605_E16	-0.20180492	13.415696
1001701605_E17	-13.778215	15.439364
1001701605_E18	-19.205385	-6.962765
1001701605_E19	-18.21049	-5.26637
1001701605_E20	-22.894825	23.75998
1001701605_E21	-7.405603	-29.668076
1001701605_E22	-40.023613	17.685766
1001701605_F12	9.1623745	5.9711843
1001701605_F13	4.7412367	-14.700549
1001701605_F14	-15.483826	-2.7018352
1001701605_F15	-28.144896	32.004513
1001701605_F16	-26.105394	22.456547
1001701605_F17	8.493478	-23.05743
1001701605_F18	-27.47459	8.081134
1001701605_F19	-3.0122142	4.5561647
1001701605_F20	-8.52037	9.40972
1001701605_F22	-29.90332	32.130394
1001701605_G7	8.326294	-6.048604
1001701605_G10	-2.4907887	35.55073
1001701605_G12	12.566194	-1.6300403
1001701605_G13	-28.275627	31.954275
1001701605_G14	16.414753	17.607855
1001701605_G15	-20.068422	-12.36424
1001701605_G16	-2.7871964	19.000084
1001701605_G17	-27.820702	11.691068
1001701605_G18	-7.4484706	-4.626245
1001701605_G21	-34.699566	15.450258
1001701605_G23	-34.051483	27.135729
1001701605_H2	9.341498	-11.214218
1001701605_H12	-28.132904	2.9279726
1001701605_H13	-37.258865	28.6398
1001701605_H14	-28.974995	5.8417225
1001701605_H16	-29.68228	10.799853
1001701605_H17	-32.182316	19.964006
1001701605_H18	-14.009043	28.390848
1001701605_H19	-10.403755	1.027864
1001701605_H20	1.821846	14.526772
1001701605_H21	15.793576	-17.513937
1001701605_I9	-29.628538	15.495434
1001701605_I12	-11.613636	11.280026
1001701605_I13	-2.5233855	35.544426
1001701605_I14	4.70749	4.8746634
1001701605_I15	-33.24694	21.746693
1001701605_I16	-13.110416	25.543032
1001701605_I17	13.910345	6.691222
1001701605_I18	-28.935474	21.733776
1001701605_I19	5.5499454	3.115077
1001701605_I20	1.8909965	-8.222017
1001701605_I21	-36.769157	14.768944
1001701605_I22	-9.458448	2.5868733
1001701605_J12	-35.6467	21.39331
1001701605_J13	3.0505774	-28.553297
1001701605_J14	-34.255142	34.301174
1001701605_J15	-30.325699	19.070227
1001701605_J16	-27.838915	11.694408
1001701605_J17	-20.863659	26.659155
1001701605_J18	-41.047527	26.551504
1001701605_J19	-29.914118	25.2707
1001701605_J20	-18.074892	1.1858274
1001701605_J21	-27.176886	16.020649
1001701605_J23	-27.901978	30.57218
1001701605_K12	15.001033	10.414636
1001701605_K13	11.704585	12.069885
1001701605_K14	4.36663	-9.559203
1001701605_K15	13.919315	20.23412
1001701605_K16	-31.917618	7.120123
1001701605_K17	-35.795574	27.647524
1001701605_K18	-32.539238	14.994608
1001701605_K19	-19.804022	32.07667
1001701605_K21	-16.15402	-5.14737
1001701605_K22	-30.943611	20.303059
1001701605_K23	-18.361584	13.19198
1001701605_L12	-25.560186	26.197699
1001701605_L13	-7.9567127	4.1094265
1001701605_L14	-15.8382435	11.926759
1001701605_L15	-29.45454	23.990913
1001701605_L16	-12.863851	11.654009
1001701605_L17	-30.081638	18.362747
1001701605_L18	-35.625885	14.511674
1001701605_L20	-8.333933	0.3587709
1001701605_L21	-28.95823	23.398321
1001701605_L22	-29.227818	15.0973
1001701605_M5	-22.563515	30.931757
1001701605_M12	-14.873878	-2.5998433
1001701605_M13	-25.84019	6.8251715
1001701605_M14	17.338108	-7.328534
1001701605_M15	-31.49053	10.466401
1001701605_M16	-36.458015	25.61173
1001701605_M18	-9.009342	9.561964
1001701605_M19	16.669495	-15.554485
1001701605_M20	-25.770687	7.9276695
1001701605_N12	-27.970804	7.8908734
1001701605_N13	0.7617628	12.001412
1001701605_N14	12.666132	-0.8460354
1001701605_N16	-26.596218	30.621315
1001701605_N17	-18.670374	-11.439927
1001701605_N18	-10.423822	-13.252267
1001701605_N19	-1.7694411	12.419744
1001701605_N21	-25.536938	20.228825
1001701605_N23	-36.341698	27.35397
1001701605_O1	-25.44636	21.762041
1001701605_O4	19.810604	-9.8890505
1001701605_O8	1.7810864	11.839701
1001701605_O10	-16.505007	-1.1631061
1001701605_O13	-10.106528	19.895983
1001701605_O14	-35.761906	8.596311
1001701605_O15	0.985751	22.019989
1001701605_O17	-30.634016	26.365074
1001701605_O19	-32.75982	8.535344
1001701605_O20	-11.384455	13.5391
1001701605_O22	-33.50668	29.401789
1001701605_O23	-29.654425	23.330832
1001701605_P12	-33.63701	29.426512
1001701605_P13	-19.589508	-7.0888805
1001701605_P14	-23.39583	34.43401
1001701605_P16	-37.236168	24.246058
1001701605_P17	-32.725246	14.6640005
1001701605_P18	-7.9838395	-15.964399
1001701605_P19	-27.234976	-1.623979
1001701605_P20	-22.900608	31.162899
1001701605_P22	-27.304163	28.252747
1001701605_P23	-32.704605	14.495772
1001701602_A11	32.50376	-49.52558
1001701602_A18	-28.875341	19.35279
1001701602_A23	-26.142588	33.42212
1001701602_B19	-31.577454	12.017669
1001701602_E21	-37.007027	24.473581
1001701602_F9	-33.536797	18.57518
1001701602_G3	35.690388	-52.536774
1001701602_G19	-32.328224	25.329895
1001701602_H9	33.833935	-47.62542
1001701602_H18	2.687047	-13.585544
1001701602_I22	-25.75141	32.407864
1001701602_J18	-33.523773	26.124193
1001701602_J19	-32.219826	30.796112
1001701602_K19	-36.065628	20.871159
1001701602_L18	41.35375	-50.537437
1001701602_M18	-34.02015	27.06668
1001701602_M22	-25.554075	22.69436
1001701602_N17	-25.824411	27.49393
1001701602_O14	33.430447	-42.923367
1001701602_O18	-16.36177	10.324452
1001701602_P12	-23.355316	8.376417
1001701602_P14	-37.10011	29.916042
1001701602_P18	41.1728	-49.06362
1001701602_P20	-24.592634	12.342389
1001701604_A12	-25.138323	26.35045
1001701604_A14	-32.69901	22.60798
1001701604_A16	-22.549337	18.771122
1001701604_A18	2.174926	-22.560905
1001701604_A19	-20.166117	31.786558
1001701604_B9	-15.171548	20.136328
1001701604_B11	-38.32626	27.002388
1001701604_B12	-11.986237	13.124968
1001701604_B15	-33.066856	17.897385
1001701604_B16	-36.097813	18.242043
1001701604_B18	-28.356512	17.204971
1001701604_B19	-7.9010134	8.951062
1001701604_C9	-36.40349	26.261442
1001701604_C10	19.075472	-15.68525
1001701604_C12	-23.449553	23.878841
1001701604_C13	-35.144165	21.876976
1001701604_C14	3.507438	23.526588
1001701604_C16	-37.922543	15.413881
1001701604_D10	-27.739388	19.468267
1001701604_D14	-34.130135	24.851545
1001701604_D16	-30.574215	22.089989
1001701604_D17	-35.66548	19.672977
1001701604_D18	-32.34986	24.792133
1001701604_E8	-38.03141	11.653403
1001701604_E10	-24.238276	29.55378
1001701604_E12	-26.426626	16.179043
1001701604_E13	-20.651949	17.974874
1001701604_E14	-37.500652	20.421432
1001701604_E16	-28.572771	2.1476355
1001701604_E17	-17.583344	23.314568
1001701604_E19	-29.773148	28.690998
1001701604_F13	-28.884647	18.867056
1001701604_F16	-26.228777	9.300578
1001701604_F18	-35.602474	22.82021
1001701604_G10	-33.528614	19.777845
1001701604_G11	-42.064068	21.197136
1001701604_G12	24.884014	-12.594983
1001701604_G15	15.754423	-17.601233
1001701604_G18	-29.839914	9.495964
1001701604_G19	-26.021837	30.11598
1001701604_H10	4.491816	-12.252248
1001701604_H12	-30.069115	20.69056
1001701604_H13	-30.351166	30.875893
1001701604_H15	-36.38731	12.614705
1001701604_H16	-36.839645	28.717491
1001701604_H18	-35.179436	25.077576
1001701604_I10	-33.8174	29.772394
1001701604_I15	-25.042236	10.728362
1001701604_I17	-14.708238	10.552578
1001701604_J2	-40.52782	22.677835
1001701604_J10	-17.536095	20.690786
1001701604_J15	-22.721973	17.110987
1001701604_J18	-9.616642	24.66539
1001701604_K13	-23.186853	8.76681
1001701604_K14	-33.842377	20.151361
1001701604_K16	-23.26311	26.52155
1001701604_K17	-39.56604	15.51949
1001701604_K18	-34.056293	20.739252
1001701604_L4	27.544905	-18.164968
1001701604_L11	-33.728218	18.48423
1001701604_L13	14.582267	-15.362773
1001701604_L15	27.01029	-17.806185
1001701604_L19	-33.08484	21.988564
1001701604_L20	-33.955734	30.023075
1001701604_M8	-30.215954	12.315629
1001701604_M12	-35.622204	29.298273
1001701604_M13	-30.729494	29.551397
1001701604_M15	-32.97457	8.354024
1001701604_M18	-32.608448	19.599464
1001701604_M19	-22.457977	27.927078
1001701604_N6	-39.178158	19.285196
1001701604_N8	-29.756115	9.37152
1001701604_N11	-28.227957	25.558268
1001701604_N12	-39.227352	22.637312
1001701604_N13	-30.833996	23.635046
1001701604_N14	-27.586533	23.443235
1001701604_N16	-26.099154	32.17855
1001701604_N17	-26.35837	16.136703
1001701604_N18	9.340789	-7.8132324
1001701604_N19	-37.04922	16.379507
1001701604_O7	-29.104862	21.669344
1001701604_O9	-29.76797	28.974989
1001701604_O12	-15.02403	27.788578
1001701604_O13	-31.55321	24.222069
1001701604_O14	-32.15371	16.732845
1001701604_O15	-35.446728	26.384933
1001701604_P9	-37.780075	26.735939
1001701604_P10	-26.920855	13.495082
1001701604_P13	-9.436562	11.733741
1001701604_P14	-19.010773	9.259727
1001701604_P18	-34.905598	23.926575
1001701604_P19	-31.67291	30.973368
1001701606_A2	-32.140766	18.255516
1001701606_A10	-22.213387	24.033476
1001701606_A12	-32.30098	20.283857
1001701606_A14	-31.946678	26.480818
1001701606_A15	-36.52587	12.686071
1001701606_A16	-32.9	19.471014
1001701606_A17	-35.32489	9.277603
1001701606_A18	-37.213707	21.99858
1001701606_A19	-43.962227	17.239193
1001701606_A22	-30.887804	27.681616
1001701606_A23	-19.313572	18.444962
1001701606_B12	-24.990997	25.952255
1001701606_B13	-34.61861	20.843521
1001701606_B14	-37.28623	19.421728
1001701606_B17	-21.475311	22.202412
1001701606_B18	-34.743786	25.291368
1001701606_B20	-31.945456	28.922308
1001701606_B22	-37.37262	12.459018
1001701606_B23	-22.227451	10.243202
1001701606_C12	-31.387506	23.945782
1001701606_C13	-24.123777	27.929766
1001701606_C14	-19.84037	11.390567
1001701606_C15	-34.89866	15.480595
1001701606_C17	-28.828148	27.205662
1001701606_C18	-16.299181	18.763771
1001701606_C19	-20.368795	19.022123
1001701606_C20	-28.468035	27.465616
1001701606_C21	-34.198273	23.670507
1001701606_D12	-25.661045	29.618752
1001701606_D14	-39.090096	17.90211
1001701606_D15	18.620668	4.325907
1001701606_D18	-20.19563	23.071295
1001701606_D19	-20.513426	10.817297
1001701606_D20	-23.713732	22.330158
1001701606_E5	-35.61539	23.58952
1001701606_E9	-30.42304	22.18635
1001701606_E10	-1.3276125	30.800842
1001701606_E13	-23.64253	34.28725
1001701606_E14	-13.105277	-23.640236
1001701606_E15	-33.219093	26.999971
1001701606_E17	-34.32298	25.047806
1001701606_E18	-26.943111	2.064072
1001701606_E19	-37.15277	22.40331
1001701606_E20	-37.819202	18.677479
1001701606_E21	18.696177	-15.010439
1001701606_E23	-35.66279	27.889736
1001701606_F12	-37.931488	25.980116
1001701606_F13	-5.5120163	16.005455
1001701606_F14	-31.740147	27.43637
1001701606_F15	-34.065056	17.961296
1001701606_F16	19.484896	-12.652008
1001701606_F20	-29.590492	20.979742
1001701606_F22	-32.31896	24.656963
1001701606_F23	-30.56804	18.163544
1001701606_G4	-31.780718	24.697023
1001701606_G7	-30.294107	27.38639
1001701606_G8	-20.468441	-20.858036
1001701606_G13	-33.977512	20.857418
1001701606_G14	-26.505016	30.477674
1001701606_G15	-40.042564	17.648685
1001701606_G17	-30.85429	29.435528
1001701606_G19	-31.659676	23.501652
1001701606_G22	-38.818115	21.506771
1001701606_G23	-35.714947	18.930746
1001701606_H12	-31.350977	25.52471
1001701606_H14	-30.735226	25.065493
1001701606_H15	-18.472492	26.138243
1001701606_H16	-27.889217	22.168154
1001701606_H17	-31.470224	11.218833
1001701606_H18	-38.11826	14.492621
1001701606_H19	-34.81338	23.484098
1001701606_H21	16.50891	-14.410055
1001701606_H22	-38.338474	28.569548
1001701606_H23	-35.5888	22.753407
1001701606_I5	0.54866946	27.678652
1001701606_I6	-28.206223	35.348476
1001701606_I9	-40.57214	12.973607
1001701606_I13	-34.33182	28.12084
1001701606_I16	-33.323338	31.964296
1001701606_I17	24.706326	-12.734312
1001701606_I19	-28.108185	13.424815
1001701606_I21	-36.541176	19.987064
1001701606_I23	-35.4998	24.527458
1001701606_J12	-38.9069	21.149843
1001701606_J13	-34.95624	24.51934
1001701606_J14	-37.846455	18.77676
1001701606_J18	-35.35888	17.459686
1001701606_J19	-35.098717	25.861612
1001701606_J20	-37.601498	26.226519
1001701606_J22	-31.15389	26.968447
1001701606_K7	-3.4113226	9.61379
1001701606_K13	-34.232494	27.038883
1001701606_K14	-35.018562	26.281954
1001701606_K15	0.6985418	-25.439625
1001701606_K16	-33.85048	25.381054
1001701606_K18	-32.79248	21.106432
1001701606_K19	-33.81676	9.512197
1001701606_K20	-33.171883	26.30961
1001701606_K21	-30.428024	22.352295
1001701606_K22	-34.449673	26.985926
1001701606_L7	-32.83855	8.539182
1001701606_L12	-36.68253	10.829455
1001701606_L14	-33.178226	24.370523
1001701606_L15	-27.937597	31.96872
1001701606_L16	-31.098984	23.237436
1001701606_L17	-31.392593	26.381584
1001701606_L18	-35.513947	29.249928
1001701606_L20	-30.297037	31.423246
1001701606_L22	-7.3113704	4.073976
1001701606_L23	-30.261465	25.34613
1001701606_M7	-24.202892	3.5058587
1001701606_M12	-33.81416	28.02506
1001701606_M13	-34.575478	25.947638
1001701606_M14	-32.692486	25.832344
1001701606_M15	-29.557138	22.174381
1001701606_M16	-25.740576	12.687352
1001701606_M17	-36.956276	24.678783
1001701606_M19	-23.282534	8.458809
1001701606_M21	-37.305412	22.29534
1001701606_N2	-24.262169	17.56162
1001701606_N4	36.272243	-55.101597
1001701606_N6	-36.95235	21.155308
1001701606_N10	-5.825332	-1.0535016
1001701606_N12	-34.038574	21.20109
1001701606_N13	-27.960896	26.564358
1001701606_N14	-28.120466	17.14583
1001701606_N15	-21.096985	-20.463196
1001701606_N16	-37.724525	18.950872
1001701606_N17	-38.55417	23.600367
1001701606_N18	-19.73131	16.559603
1001701606_N19	-26.478054	24.63318
1001701606_N20	-30.066439	30.403313
1001701606_N21	-25.428146	14.436652
1001701606_N23	-33.3945	25.021181
1001701606_O1	-37.07106	30.018023
1001701606_O11	-38.18204	14.662082
1001701606_O12	-38.06692	21.45296
1001701606_O14	-30.311996	6.192747
1001701606_O15	-38.986206	20.79431
1001701606_O16	-32.308804	27.552366
1001701606_O18	-36.00616	26.110506
1001701606_O21	-25.997786	14.442261
1001701606_O23	-28.550875	15.249157
1001701606_P12	-32.62642	22.485207
1001701606_P14	-35.19595	17.130527
1001701606_P15	-28.774168	28.785532
1001701606_P16	-33.023746	15.466159
1001701606_P17	-34.177593	23.104862
1001701606_P18	-36.619617	20.536188
1001701606_P19	-27.130993	1.6938643
1001701606_P20	-30.541998	16.885227
1001701606_P21	-39.49669	17.85743
1001701701_A14	37.543972	-52.76586
1001701701_A16	33.10567	-51.989964
1001701701_B9	33.09564	-51.72673
1001701701_B11	29.93215	-51.480427
1001701701_B13	26.64947	-41.016045
1001701701_B14	-3.2479823	5.1135073
1001701701_C15	33.344204	-43.179176
1001701701_C20	30.856495	-49.67739
1001701701_D15	13.6223345	-29.638735
1001701701_E9	12.381675	19.50096
1001701701_E12	36.396755	-55.566723
1001701701_E13	33.293575	-46.07713
1001701701_F15	25.245771	-44.53672
1001701701_G22	30.693527	-50.448612
1001701701_I10	39.100296	-50.49251
1001701701_J13	34.286915	-45.629272
1001701701_K10	27.357542	-43.171997
1001701701_K13	32.7897	-46.27744
1001701701_K15	35.060707	-48.15009
1001701701_L11	35.775433	-53.311306
1001701701_L14	27.733887	-43.11752
1001701701_L16	37.36867	-52.951424
1001701701_M14	32.78225	-45.55199
1001701701_N15	25.011097	-42.940823
1001701701_P9	33.430172	-43.07847
1001701703_A12	-9.735606	-9.336053
1001701703_A13	-18.27866	13.523676
1001701703_A14	-7.2387238	26.077333
1001701703_A15	-14.706793	17.067797
1001701703_A16	-9.572288	21.52599
1001701703_A17	-11.245587	9.192431
1001701703_A18	-18.955921	18.621183
1001701703_A19	16.70902	-29.96101
1001701703_A20	2.5749068	-19.573994
1001701703_A21	-6.8419347	13.109436
1001701703_A22	18.045073	-30.974083
1001701703_A23	11.494719	-21.174757
1001701703_B12	-15.853243	23.907888
1001701703_B13	-11.203657	-8.577647
1001701703_B14	-6.2023344	17.06813
1001701703_B15	-4.3904614	-0.92395633
1001701703_B16	16.953518	-29.964397
1001701703_B17	11.952771	-27.955902
1001701703_B18	-12.015823	7.6366153
1001701703_B19	5.531016	21.111681
1001701703_B20	-20.589487	9.541604
1001701703_B21	10.72568	-32.015697
1001701703_B22	16.019508	-27.313763
1001701703_B23	13.426193	3.2881718
1001701703_C12	-2.712753	21.270521
1001701703_C13	-11.697985	18.652529
1001701703_C15	8.1404915	23.136795
1001701703_C16	5.355615	-1.3434402
1001701703_C17	-8.892631	16.158394
1001701703_C18	6.066509	5.013188
1001701703_C19	0.45001352	15.221126
1001701703_C20	1.2047392	-23.618816
1001701703_C21	-20.750566	7.39196
1001701703_C22	16.65318	20.618362
1001701703_C23	12.947021	16.35987
1001701703_D12	13.19399	-28.343885
1001701703_D13	1.9761083	1.3586729
1001701703_D14	-13.908692	15.288178
1001701703_D15	-7.0186877	0.38450775
1001701703_D16	-17.510584	9.560946
1001701703_D17	5.8557487	6.62927
1001701703_D18	-10.274849	25.822702
1001701703_D19	-0.9551039	9.427585
1001701703_D20	-8.82492	17.554262
1001701703_D21	-4.975087	15.717828
1001701703_D23	-2.7452846	18.54874
1001701703_E12	15.709825	11.064851
1001701703_E13	24.129784	-31.33013
1001701703_E14	-9.6591835	23.024006
1001701703_E15	-2.8221223	27.450195
1001701703_E16	-10.22999	18.55597
1001701703_E17	-11.73203	-3.7406504
1001701703_E18	-10.8239565	16.442865
