	dimension 1	dimension 2
1001701701_H11	-1.752712	-1.0809568
1001701701_H12	11.775165	5.6230545
1001701701_H14	-12.40281	5.0108414
1001701701_H15	9.537413	2.2071218
1001701701_I5	3.166991	-1.3211855
1001701701_I11	-13.562938	2.3536913
1001701701_I12	-14.140707	-5.6973314
1001701701_I14	10.626586	2.9731412
1001701701_I15	-12.738535	-6.1045628
1001701701_I16	-8.809301	-3.015549
1001701701_J9	3.9854448	-5.7619405
1001701701_J10	8.789944	0.4896491
1001701701_J12	-3.1460662	1.7191175
1001701701_J15	-8.631064	-4.869167
1001701701_J16	-5.7426248	-8.509758
1001701701_J19	8.192255	-12.698154
1001701701_J20	-15.166432	9.370623
1001701701_K11	-13.5880575	-1.888893
1001701701_K12	-14.392281	-3.6924186
1001701701_K16	1.3879709	4.276247
1001701701_L9	-3.5044937	-17.67533
1001701701_L10	-2.467886	-9.58363
1001701701_L20	13.820294	10.29823
1001701701_M9	1.872596	-6.319579
1001701701_M10	5.2829037	11.602215
1001701701_M13	-16.401064	-3.0301733
1001701701_M15	5.1454496	-8.20689
1001701701_N11	14.016117	-11.752993
1001701701_N12	-5.385595	-5.070331
1001701701_N13	6.779162	11.062023
1001701701_N14	-7.29523	-5.9478393
1001701701_O10	-2.5669818	-13.400393
1001701701_O11	-5.8633676	-7.04887
1001701701_O12	8.624755	5.306625
1001701701_O13	-15.210038	9.611708
1001701701_O14	9.11113	5.2316093
1001701701_P8	11.150174	-11.630131
1001701701_P11	-0.382968	7.5540977
1001701701_P12	7.573773	3.2267497
1001701701_P14	-1.4571114	0.51446414
1001701701_P15	1.3789264	-6.0162935
1001701701_P16	12.512899	10.160217
1001701701_P23	-8.33667	11.6620035
1001701705_A1	6.7960835	-12.6039505
1001701705_A9	16.033976	3.5254245
1001701705_B2	7.8034983	-12.816211
1001701705_B3	-13.291196	-1.1305969
1001701705_C8	-9.824085	-5.655452
1001701705_C11	1.4379022	14.957865
1001701705_D6	10.3766575	3.840622
1001701705_D7	-3.5204046	-13.350323
1001701705_D9	-11.250856	-4.6146483
1001701705_F11	-13.290988	-1.6613005
1001701705_G9	-12.994138	-2.1668608
1001701705_G11	2.3788614	3.332039
1001701705_H1	-3.9413886	-3.3755653
1001701705_H7	-8.968099	16.02753
1001701705_I9	-10.046788	-6.0874515
1001701705_J1	16.52459	5.875502
1001701705_K1	-3.668327	-14.096882
1001701705_K3	-5.9408426	12.996639
1001701705_K5	-2.7889261	-11.548642
1001701705_K8	-0.853763	-14.053936
1001701705_L3	-10.790203	-8.925807
1001701705_M7	-10.853409	-2.5715733
1001701705_M9	-1.2214992	7.061901
1001701705_N1	8.570749	-4.952525
1001701705_N3	-5.536882	-8.189381
1001701705_N4	7.675334	-12.79834
1001701705_P9	-7.746349	-12.335157
1001701802_E10	-13.499543	-5.5204206
1001701802_F14	-2.0871415	-5.9633718
1001701802_G10	-3.9378595	-5.8795557
1001701802_H8	-6.4343877	6.703904
1001701802_J15	1.9456617	-12.389469
1001701802_K13	-6.803355	1.7833756
1001701802_K9	-3.5831125	-13.07848
1001701802_N8	4.873394	6.230272
1001701803_C20	12.00913	-6.4999614
1001701803_F2	12.253122	-6.144251
1001701803_G15	11.912651	-6.4234405
1001701803_M15	11.349746	-6.3024335
1001701804_A12	-0.15522246	-6.0216393
1001701804_A18	4.8355002	-10.057343
1001701804_A23	4.248154	-4.547873
1001701804_B16	3.1820612	-14.882747
1001701804_B18	2.805553	-12.459495
1001701804_B20	12.863954	-6.0978847
1001701804_B22	12.455681	11.987935
1001701804_B9	10.902301	-3.2401187
1001701804_C12	0.93157715	-10.461731
1001701804_C14	-6.621233	-3.5252044
1001701804_C15	-1.638965	9.294092
1001701804_C16	3.616078	-10.868717
1001701804_C18	14.63855	7.560314
1001701804_C20	2.2566733	-5.8070755
1001701804_C23	-3.6852286	12.044424
1001701804_D16	-11.782011	8.034369
1001701804_D17	-6.281725	-6.372582
1001701804_D18	6.7854347	-10.472683
1001701804_D23	-6.8696237	11.473088
1001701804_E12	-11.065441	-2.8621204
1001701804_E16	-3.2063193	-2.2146742
1001701804_E22	14.774885	6.753856
1001701804_F13	-1.453153	-16.196972
1001701804_F17	10.178218	0.19961615
1001701804_F19	3.1723683	-9.373964
1001701804_G12	-11.917818	2.4529207
1001701804_G14	-3.649109	-14.233564
1001701804_G19	-9.01882	-3.0801725
1001701804_G21	4.135386	5.0180764
1001701804_G22	-8.452526	-15.6746435
1001701804_H12	-3.6231518	-14.182905
1001701804_H13	0.8784138	-4.3852844
1001701804_H14	11.310487	8.23902
1001701804_H15	0.2564078	-15.339068
1001701804_H16	-10.044576	-13.305895
1001701804_H20	0.8655742	-15.357903
1001701804_H21	1.8676739	-4.361775
1001701804_I15	0.08050418	-5.7205167
1001701804_I16	-4.5508723	-9.904765
1001701804_I19	7.5211854	-7.124679
1001701804_I20	-1.0763714	-13.531871
1001701804_I21	5.9790645	-1.818595
1001701804_I23	1.3445042	-8.331804
1001701804_J12	-0.7684337	-5.8082867
1001701804_J16	-11.976367	-4.3885503
1001701804_J18	-5.7661443	-10.097886
1001701804_J21	-3.845971	6.9574547
1001701804_J22	-5.6681604	10.4865885
1001701804_K13	-14.273234	-7.847426
1001701804_K18	-8.137367	-5.8223605
1001701804_K19	5.40177	11.927958
1001701804_K20	-10.770605	-10.638544
1001701804_K21	-1.438132	-12.475398
1001701804_K22	4.7847424	7.985175
1001701804_K23	-2.8924341	-11.175672
1001701804_L13	-8.443189	-2.6051116
1001701804_L17	-3.6012635	16.181551
1001701804_L18	1.1266885	8.660281
1001701804_L19	-10.365607	-13.330242
1001701804_L20	9.335901	1.3410878
1001701804_L21	-8.901928	7.840251
1001701804_M12	11.21586	0.24734043
1001701804_M14	-1.2455413	-9.117192
1001701804_M16	-6.6609817	1.3419933
1001701804_M19	-4.138706	10.46146
1001701804_M23	-1.0020844	-10.481448
1001701804_N13	-7.3439302	-5.90122
1001701804_N14	-6.121013	-9.387591
1001701804_N15	-7.773643	-7.082556
1001701804_N20	1.8578852	-12.521248
1001701804_N21	8.502651	1.6468092
1001701804_N23	-1.138865	4.858655
1001701804_P13	-10.530095	-13.333785
1001701804_P14	-1.560374	-11.117646
1001701804_P17	1.5725538	-11.487478
1001701804_P18	-5.882897	8.665434
1001701804_P19	-4.49363	8.431876
1001701804_P23	-6.9427657	7.3621817
1001702101_A20	1.9137808	-1.6005085
1001702101_B18	5.0833282	-3.226885
1001702101_C11	-3.275786	-4.615538
1001702101_C14	-3.2684443	16.313639
1001702101_D13	-6.8050957	11.71322
1001702101_E15	-8.799265	-0.033307225
1001702101_F14	14.044934	5.5934362
1001702101_F20	11.193966	8.086812
1001702101_G14	-10.123249	-2.0641122
1001702101_G15	3.1651917	7.226706
1001702101_G20	4.6182866	-4.428318
1001702101_G3	11.02369	-11.977184
1001702101_I16	-12.482965	5.1715684
1001702101_J16	1.5055547	-5.031051
1001702101_J18	-0.123832494	-12.855883
1001702101_K14	15.779871	4.414327
1001702101_K15	10.917654	-9.547128
1001702101_L11	6.8972874	-1.6416137
1001702101_L13	-4.6719155	16.242664
1001702101_L20	14.33822	4.831152
1001702101_M12	-3.434471	15.154739
1001702101_M13	3.177581	-11.546771
1001702101_M14	12.975645	-1.5156282
1001702101_M19	-10.428404	7.667659
1001702101_N10	7.9001136	-3.4776301
1001702101_N11	3.1264155	-5.0680647
1001702101_O11	14.523209	0.37941906
1001702101_O12	-14.394259	7.0172973
1001702101_O13	14.255747	-6.9665527
1001702101_O15	-5.0355344	15.20157
1001702101_O16	5.1989083	-3.2408373
1001702101_O23	3.997044	-6.480789
1001702101_P11	-8.214817	1.9561461
1001702101_P14	-2.53936	17.24468
1001702101_P17	-7.9731297	-8.093018
1001702102_C19	8.118603	-3.1528454
1001702102_F12	12.769435	-10.189445
1001702103_A11	-8.095982	4.421187
1001702103_E7	-5.621053	2.8134108
1001702103_F10	-0.19475181	0.5700013
1001702103_F8	5.3151855	-9.108268
1001702103_J9	-7.434175	-5.6964016
1001702104_H17	8.883076	-3.070071
1001702104_H23	10.319077	-7.786734
1001702201_A17	6.5145545	-7.487519
1001702201_B13	-3.16424	-11.725388
1001702201_B15	12.947294	-3.04767
1001702201_B18	3.7954516	5.2427206
1001702201_B20	-9.781707	4.4826055
1001702201_C11	1.3009423	7.48041
1001702201_C12	4.8795123	6.1303205
1001702201_C13	9.443234	-10.202348
1001702201_C14	14.786448	5.915536
1001702201_C20	-9.987424	0.79983044
1001702201_D11	14.2800045	4.8988914
1001702201_D14	11.048255	-4.7626343
1001702201_D15	-11.279692	11.669779
1001702201_D19	13.770289	3.0712092
1001702201_D20	4.7739973	-3.6337864
1001702201_D7	3.1331084	-0.97884744
1001702201_E14	13.8506155	3.0224288
1001702201_E15	-1.6188083	4.0098023
1001702201_E16	3.5196679	6.0430417
1001702201_E17	-11.893789	5.7481966
1001702201_F11	5.9682503	-7.626508
1001702201_F13	-9.385513	7.7084265
1001702201_F14	-7.5427856	-0.16848125
1001702201_F20	-7.2046657	-1.776034
1001702201_G14	-2.7345116	3.0937343
1001702201_G15	-5.6701984	-4.629258
1001702201_G18	-2.128593	13.789682
1001702201_G20	-8.557854	2.6889431
1001702201_G21	7.781185	-5.58759
1001702201_G22	6.4851146	-3.129104
1001702201_H14	-11.562835	4.774603
1001702201_H16	-7.902241	-0.32661614
1001702201_H19	12.881552	-3.0785882
1001702201_I14	-6.7966757	0.19694853
1001702201_I15	-7.04506	0.63332564
1001702201_I16	12.215356	3.8970482
1001702201_I18	-2.7559888	-0.032769885
1001702201_I19	14.542938	1.632858
1001702201_I3	7.7760835	-5.5993934
1001702201_J11	14.3171215	2.3568065
1001702201_J13	-11.575962	4.591473
1001702201_J14	-6.666831	1.8416421
1001702201_J15	15.038132	5.131885
1001702201_J3	11.386505	-10.820529
1001702201_K11	-10.111884	1.8373042
1001702201_K15	-6.88902	2.545019
1001702201_L18	-7.6687627	1.7721262
1001702201_M13	6.7376966	2.496136
1001702201_M17	-0.05253042	-4.376186
1001702201_M19	-6.7586336	1.8635049
1001702201_M20	4.069538	-2.2814858
1001702201_M21	0.706059	-0.4955752
1001702201_N13	-9.922371	1.3651974
1001702201_N14	13.907222	3.0359879
1001702201_N22	4.783611	-1.7532092
1001702201_O17	-10.644939	4.3181024
1001702201_O18	3.2289565	-1.0310377
1001702201_P12	-7.732873	2.558934
1001702203_E12	-6.916471	2.0882664
1001702203_F12	-11.330434	7.1808133
1001702203_G12	5.0791097	-2.9863713
1001702203_H8	3.5279522	-3.9009123
1001702203_L10	0.15865245	-8.579399
1001702203_L12	-3.1013558	4.6475706
1001702203_L7	-7.2991996	1.4473957
1001702203_M10	-11.389499	6.2322063
1001702203_M13	14.590525	-9.900401
1001702203_M15	-1.7080182	9.229919
1001702203_N11	8.167298	8.165212
1001702203_N7	2.131299	0.3162826
1001702203_O11	-11.573576	1.4253017
1001702203_P10	7.4408884	0.16047363
1001702203_P9	-5.9605803	6.331322
1001702204_D2	12.190211	-6.899139
1001702204_D21	11.9182	-6.732867
1001702204_F2	11.948028	-6.0358424
1001702204_L11	10.283996	-7.698352
