	dimension 1	dimension 2
1001701401_P18	-12.088219	4.8325987
1001701401_P19	-17.966002	3.746322
1001701401_P21	4.224124	10.937226
1001701401_P22	18.799547	8.569155
1001701403_B18	-30.61693	-1.1498504
1001701403_I21	-29.216312	-0.3079256
1001701403_K20	-28.281292	-0.48522842
1001701403_L5	-3.252962	8.441524
1001701405_A2	24.807657	-2.467351
1001701405_B3	12.462485	-13.841672
1001701405_B8	-29.575933	-2.620363
1001701405_B10	1.5249037	-7.0196013
1001701405_C3	19.112438	-7.555212
1001701405_C5	15.1510515	-4.3701353
1001701405_D3	3.5763814	-9.475365
1001701405_D8	19.155941	-12.531644
1001701405_D9	-26.060328	1.1101217
1001701405_D11	-5.8213825	18.66967
1001701405_E1	13.768983	12.086167
1001701405_E4	21.752789	3.6896076
1001701405_E5	6.8494267	-7.469521
1001701405_E6	-23.790222	-1.9786195
1001701405_E11	-13.075809	3.2821138
1001701405_F1	19.878864	-2.256029
1001701405_F2	16.424494	-4.1932373
1001701405_F3	-2.9790804	-3.1458335
1001701405_F10	12.946455	-2.0416858
1001701405_G6	-3.9631653	-18.461044
1001701405_G9	2.5872834	2.9762435
1001701405_H6	19.194117	-2.764139
1001701405_H11	0.7344814	14.430698
1001701405_I2	24.03272	-0.9512099
1001701405_I10	0.46370128	-4.2581563
1001701405_J1	-19.653234	-5.7319455
1001701405_J2	22.345772	1.4486932
1001701405_J10	18.449247	-2.0595164
1001701405_K4	-31.977266	-4.2144265
1001701405_K9	26.135538	-1.2442728
1001701405_K10	15.852724	3.3909912
1001701405_L4	10.063459	8.802779
1001701405_L5	-0.89878154	19.504148
1001701405_L8	12.550985	5.8157063
1001701405_M2	26.039654	2.0291255
1001701405_M3	21.374506	3.748433
1001701405_O2	13.648099	6.928418
1001701405_O4	-24.804676	-3.9472382
1001701405_O6	-9.009432	-6.3414574
1001701405_O8	-15.261151	5.512642
1001701405_O9	-1.8429773	-13.871334
1001701405_O10	23.044222	-3.340173
1001701405_P1	-29.701277	0.6537656
1001701405_P2	-24.715117	-2.4908447
1001701405_P8	-15.701949	-3.844421
1001701501_A1	16.214178	-10.154161
1001701501_A3	5.1436267	17.187943
1001701501_A4	-25.302696	1.9870596
1001701501_A6	14.049909	-7.8956637
1001701501_A17	-24.73569	4.079489
1001701501_A18	-17.295815	16.52626
1001701501_A20	-18.247334	4.8307004
1001701501_A23	-13.575458	3.6654058
1001701501_B1	18.19334	-6.212212
1001701501_B2	18.0294	6.945335
1001701501_B4	-5.9532137	-16.518719
1001701501_B6	27.541119	1.882033
1001701501_B7	5.3805175	18.700626
1001701501_B8	-3.6344442	-16.803677
1001701501_B18	22.843534	-9.039504
1001701501_B21	13.7510605	-6.339249
1001701501_C1	-32.61919	0.015368408
1001701501_C2	2.587982	2.8464022
1001701501_C4	11.961871	-12.60798
1001701501_C6	19.804817	8.202358
1001701501_C7	14.3646	-3.761145
1001701501_C8	17.025148	-9.71385
1001701501_C17	-19.661892	5.4390163
1001701501_C20	24.416454	-12.548162
1001701501_C22	-17.39364	13.377436
1001701501_C23	-23.80702	6.2178774
1001701501_D1	21.4632	-10.89272
1001701501_D6	13.045987	-3.682536
1001701501_D19	-13.222102	9.026784
1001701501_D20	-32.54684	-5.084982
1001701501_D21	-1.9402092	-15.43023
1001701501_E2	2.4123158	20.464678
1001701501_E3	16.262177	-2.481657
1001701501_E4	23.469585	-1.1784716
1001701501_E5	16.637344	-8.840523
1001701501_E7	17.318735	-3.870854
1001701501_E8	27.275442	-6.7770405
1001701501_E21	-29.527771	-1.3477147
1001701501_F1	14.5140915	-2.4057899
1001701501_F2	18.77861	-10.5821295
1001701501_F3	18.95487	5.9464984
1001701501_F4	19.222761	-3.5379138
1001701501_F5	27.707695	-2.683538
1001701501_F7	13.244045	3.186971
1001701501_F17	-23.725304	6.5755763
1001701501_F18	-23.119207	-2.7064269
1001701501_F21	-24.069519	4.98842
1001701501_F22	-0.20732307	-12.202574
1001701501_G1	7.794777	15.222742
1001701501_G2	-0.038161855	-15.847406
1001701501_G5	-8.056807	-12.448951
1001701501_G6	27.883715	3.059718
1001701501_G8	18.428469	6.2838297
1001701501_G19	12.511559	4.5684476
1001701501_G21	-24.775694	-0.5111794
1001701501_H3	14.271308	-2.103683
1001701501_H5	-17.533003	11.541953
1001701501_H7	19.800524	11.009513
1001701501_H19	18.282047	-4.381771
1001701501_H20	-23.090979	0.89304453
1001701501_H21	20.775545	-9.522325
1001701501_H23	13.559325	-14.820756
1001701501_I1	13.641831	-7.438828
1001701501_I6	3.0440392	-17.2275
1001701501_I8	3.769821	13.1054
1001701501_I18	-20.516073	9.360399
1001701501_I20	-0.47872773	5.5166993
1001701501_I22	6.6571603	1.9961685
1001701501_J1	19.907871	-8.542539
1001701501_J3	-10.390836	8.754312
1001701501_J4	21.05812	-6.4787164
1001701501_J5	9.852624	-3.3657367
1001701501_J7	3.910323	5.7605457
1001701501_J8	10.279381	-4.792071
1001701501_J19	-13.753391	11.642122
1001701501_J21	-16.675583	-7.2506266
1001701501_J23	15.59504	9.024513
1001701501_K1	12.247456	-7.590947
1001701501_K2	2.9796963	-3.8700612
1001701501_K3	17.934156	8.445603
1001701501_K5	16.810593	-9.777363
1001701501_K7	19.863827	-9.030347
1001701501_K18	-19.419977	6.598888
1001701501_K20	2.4456158	2.330761
1001701501_K21	-16.643877	11.861841
1001701501_K22	-27.219038	4.3380537
1001701501_L1	25.631195	-3.5285044
1001701501_L2	-1.88019	18.090933
1001701501_L8	21.389528	-9.895804
1001701501_L18	-17.466053	-0.24183968
1001701501_L20	-29.707703	-0.6519199
1001701501_L22	10.799542	-11.560916
1001701501_L23	-26.531734	4.574704
1001701501_M1	1.2198604	13.139522
1001701501_M2	22.136997	-8.790746
1001701501_M3	5.2954187	-1.9641947
1001701501_M4	-6.505343	13.817658
1001701501_M5	18.735912	-7.4823537
1001701501_M6	-2.6775146	8.638552
1001701501_M18	-19.26816	4.928085
1001701501_M19	-23.929333	5.4678607
1001701501_M20	23.500996	-1.02454
1001701501_N1	14.086483	7.460687
1001701501_N2	21.347836	-3.3158062
1001701501_N7	1.9302281	-12.645963
1001701501_N17	8.966092	-1.7185106
1001701501_N20	-17.080141	14.015297
1001701501_N23	-13.246551	3.762496
1001701501_O1	9.285541	10.481275
1001701501_O2	26.649176	-8.007578
1001701501_O3	1.6466973	16.750793
1001701501_O4	10.405406	-5.741244
1001701501_O5	15.508381	7.6425743
1001701501_O7	-1.8458554	-18.823124
1001701501_O8	19.243328	-9.007952
1001701501_O17	-2.0056345	15.298613
1001701501_O18	-25.619846	6.4669456
1001701501_O21	-18.301653	2.1961849
1001701501_O22	-14.503425	4.106374
1001701501_P3	18.853348	-6.1290517
1001701501_P4	11.63215	-7.892501
1001701501_P5	26.02827	-9.31792
1001701501_P6	-1.0642991	3.191914
1001701501_P8	15.723311	-5.230724
1001701501_P18	-3.649323	-4.594259
1001701501_P20	-20.036808	10.772857
1001701501_P22	13.784835	3.7411535
1001701503_C23	-32.079105	-2.9090178
1001701503_K4	10.28614	-0.27287558
1001701505_A2	-19.424145	2.7988482
1001701505_A3	13.603116	9.051526
1001701505_A4	25.269228	-2.7690744
1001701505_A5	1.6508446	-15.703471
1001701505_A8	22.240917	2.6235807
1001701505_A9	19.32665	-6.0068593
1001701505_A10	16.815884	-9.586962
1001701505_B4	25.828047	0.16089444
1001701505_B5	15.120432	3.1721926
1001701505_C2	24.091679	-0.42808047
1001701505_C4	22.405188	-7.950683
1001701505_C7	21.240093	-7.904801
1001701505_C10	1.0149256	15.354645
1001701505_D2	8.788529	-7.2864013
1001701505_D3	13.881939	-6.3250747
1001701505_D4	20.037329	-9.219655
1001701505_D5	16.450636	-10.267941
1001701505_D7	17.470335	-5.6113915
1001701505_D10	-5.428879	-14.785683
1001701505_D11	10.725084	-5.0157366
1001701505_E4	-5.3111877	-18.35315
1001701505_E5	15.514349	-9.01435
1001701505_E6	3.9662035	17.426159
1001701505_E7	11.1628895	-0.100689135
1001701505_E9	10.119946	-10.930491
1001701505_F1	23.841623	-3.3174226
1001701505_F3	23.324598	-2.5321472
1001701505_F4	15.423012	-16.35607
1001701505_F7	13.4287195	-14.9889
1001701505_F8	21.874516	-4.5123506
1001701505_F9	8.8059	-7.882065
1001701505_G6	16.418333	5.102078
1001701505_G7	18.074501	9.971656
1001701505_G9	20.901918	-10.5368395
1001701505_G10	11.000267	-10.756667
1001701505_G11	-1.66127	-18.470242
1001701505_H3	-4.120341	0.76699054
1001701505_H6	20.630627	-3.4833863
1001701505_I3	18.57473	-2.6066132
1001701505_I4	5.1456895	6.382743
1001701505_I7	23.711414	-9.194435
1001701505_I8	3.0058818	-0.244342
1001701505_I10	23.216057	-7.1907034
1001701505_I11	12.465931	4.829373
1001701505_J2	-4.704717	-11.391286
1001701505_J3	15.873734	3.0084536
1001701505_J4	22.687353	-9.115089
1001701505_J6	12.884137	-13.392961
1001701505_J9	17.454342	-0.905456
1001701505_J10	21.968801	-10.198416
1001701505_J11	0.57342654	2.8159325
1001701505_K1	19.594883	9.110045
1001701505_K5	13.962559	-1.6578723
1001701505_K6	14.992589	5.0144434
1001701505_K8	8.555919	-5.832675
1001701505_K10	23.635735	-7.4807496
1001701505_K11	16.460032	11.317737
1001701505_L1	4.0236077	16.32119
1001701505_L3	-2.6098368	-18.460665
1001701505_L8	25.323486	-3.0628552
1001701505_L11	19.721495	-5.337662
1001701505_M1	-1.3479904	-17.468431
1001701505_M2	26.793287	1.008381
1001701505_M3	-7.4424663	3.1891224
1001701505_M5	19.720594	-0.7527846
1001701505_N1	-9.006102	7.8559337
1001701505_N2	-4.9752026	-17.543434
1001701505_N4	10.594974	6.0316153
1001701505_N6	11.515756	0.72673655
1001701505_N9	17.011148	-13.606518
1001701505_O1	20.979294	7.8295527
1001701505_O3	13.875176	-10.139664
1001701505_O5	15.928312	-1.9989805
1001701505_O7	-1.3371903	1.000828
1001701505_O8	24.421053	0.72842956
1001701505_O9	19.22077	-3.726109
1001701505_O11	24.933605	-2.5986326
1001701505_P1	8.958834	-6.968854
1001701505_P2	8.717988	-8.4788265
1001701505_P3	12.567221	-6.2970896
1001701505_P4	25.928974	0.23162666
1001701505_P8	18.615566	-2.7212062
1001701505_P9	14.154485	6.3559885
1001701505_P11	9.672319	8.666143
1001701601_A1	19.0045	-12.324808
1001701601_A4	3.5008903	16.124691
1001701601_A5	-1.5067242	7.3543763
1001701601_A6	20.965803	1.3714671
1001701601_A7	-6.5988154	-8.663772
1001701601_A8	7.599561	9.319904
1001701601_A17	-10.4213085	10.143729
1001701601_B1	17.392214	7.634734
1001701601_B2	-16.407522	-3.6953788
1001701601_B3	19.71662	-4.131991
1001701601_B4	1.3337814	13.743918
1001701601_B6	3.0295491	8.895682
1001701601_B17	-19.556538	2.6212642
1001701601_B18	-10.349342	16.229336
1001701601_B19	0.06470362	13.237115
1001701601_B20	-24.495882	5.4730906
1001701601_B23	-7.349519	-13.540711
1001701601_C1	11.737037	5.050718
1001701601_C5	-0.49609524	8.289754
1001701601_C8	13.876858	-1.3011389
1001701601_C22	-16.945772	13.204652
1001701601_D1	15.678555	-5.3303266
1001701601_D3	13.2792	5.5595016
1001701601_D6	15.458406	-9.130262
1001701601_D7	6.598214	-14.443913
1001701601_D8	2.0700774	13.226189
1001701601_D18	-22.700089	3.389485
1001701601_D19	-10.536254	7.3823223
1001701601_D20	-17.153107	14.068999
1001701601_E1	-20.335745	2.0095897
1001701601_E2	12.027087	1.7746773
1001701601_E3	20.718527	-4.8730054
1001701601_E4	23.499632	-2.2799659
1001701601_E5	2.5047157	14.997076
1001701601_E19	-26.943857	-2.9342659
1001701601_E21	-19.280447	7.2548103
1001701601_E23	-9.288652	10.774265
1001701601_F2	22.21413	4.963873
1001701601_F4	-0.28984138	17.485926
1001701601_F6	0.2573582	9.446756
1001701601_F20	-3.23458	11.996369
1001701601_G2	0.27704006	5.3462825
1001701601_G4	19.079033	-12.292961
1001701601_G6	-15.037487	2.9898121
1001701601_G8	0.7098662	8.688545
1001701601_G19	-17.384264	6.6302705
1001701601_G20	-15.713784	7.165317
1001701601_H2	-7.014993	-1.80421
1001701601_H4	28.613283	-8.139063
1001701601_H5	23.353603	3.6010578
1001701601_H17	-13.406034	12.449243
1001701601_H18	-12.638228	8.202557
1001701601_H19	-19.22979	9.258921
1001701601_H20	-19.096066	14.08054
1001701601_I2	21.035044	-4.6172147
1001701601_I3	-12.110477	-2.183359
1001701601_I4	-15.931383	1.8272322
1001701601_I5	-21.414968	11.143775
1001701601_I7	22.445713	2.951693
1001701601_I8	7.9494286	1.8454361
1001701601_I17	-16.646997	-3.1044137
1001701601_I19	-16.94244	2.40541
1001701601_I21	-22.032166	9.074218
1001701601_I22	-15.333139	9.561017
1001701601_I23	17.332903	-10.308547
1001701601_J1	-0.1897566	0.6721475
1001701601_J6	-22.454456	-1.5862854
1001701601_J7	5.1780853	14.718899
1001701601_J8	5.623522	12.37013
1001701601_J18	-0.536665	18.590591
1001701601_J22	-10.531097	5.699238
1001701601_K1	26.785503	-0.6162452
1001701601_K2	-24.274181	-3.6425729
1001701601_K3	20.003534	-8.984546
1001701601_K5	25.678453	-9.262383
1001701601_K6	10.929132	4.979909
1001701601_K7	-8.013123	14.993786
1001701601_K18	-25.092016	0.66928744
1001701601_K20	-17.857813	3.412326
1001701601_L1	6.579674	8.41943
1001701601_L5	-3.5882633	-10.514915
1001701601_L6	-1.282604	-17.610231
1001701601_L7	6.259878	-5.877414
1001701601_L20	-24.856205	-1.355283
1001701601_M1	-14.7120695	11.848452
1001701601_M2	23.059431	-0.10035834
1001701601_M3	-0.123725116	-5.413806
1001701601_M4	18.98023	7.655557
1001701601_M6	28.59425	-1.0875363
1001701601_M17	-22.494732	2.1533933
1001701601_M19	-14.401474	7.587183
1001701601_M20	-19.761854	9.503853
1001701601_N2	1.5347729	-17.23927
1001701601_N4	4.554668	12.695476
1001701601_N5	-17.095516	2.5816612
1001701601_N8	8.613293	-15.870616
1001701601_N17	-22.39041	4.333896
1001701601_O1	-22.753262	11.992604
1001701601_O2	25.901428	1.8020115
1001701601_O3	16.79266	-0.8246998
1001701601_O4	2.7514985	16.0803
1001701601_O6	11.442226	-7.8559155
1001701601_O7	11.46362	-7.863209
1001701601_O8	7.9394727	-13.109844
1001701601_O19	-18.375408	5.6027274
1001701601_O20	-5.0248055	-16.670269
1001701601_O21	-18.18957	1.548113
1001701601_O23	-21.080198	12.957643
1001701601_P1	25.88598	1.9730519
1001701601_P3	21.089502	-8.258915
1001701601_P7	5.6538863	-3.7494047
1001701601_P8	18.94332	7.708797
1001701601_P17	-15.620423	11.444483
1001701601_P19	-4.3688536	14.0998535
1001701601_P23	0.79483044	8.164114
1001701605_A4	11.183072	6.484407
1001701605_A10	6.660451	5.094592
1001701605_B10	27.089487	-4.710617
1001701605_B11	-0.6077587	10.220414
1001701605_C2	-23.676716	-4.1171713
1001701605_C3	-5.873616	13.023598
1001701605_C11	-1.1379474	13.7811365
1001701605_D1	5.319514	-0.13881579
1001701605_D2	15.20332	-11.186584
1001701605_D9	-3.4253287	10.573031
1001701605_E1	1.5515431	1.5906024
1001701605_E7	26.012575	5.8098755
1001701605_F1	18.12997	-3.523298
1001701605_F6	-5.6284556	5.9248676
1001701605_G4	7.539394	-4.187134
1001701605_G6	2.9940681	7.1648545
1001701605_H1	3.1103058	9.892236
1001701605_H11	25.865965	0.8105494
1001701605_I6	17.02606	2.8185298
1001701605_I8	14.473473	-2.574137
1001701605_I10	5.6295714	6.4678397
1001701605_J3	17.496946	2.6355882
1001701605_J5	11.118123	2.8141382
1001701605_K1	5.7737293	-6.3745127
1001701605_K9	4.4807673	16.252766
1001701605_L6	0.8184767	0.2423042
1001701605_M1	-3.296012	-0.397324
1001701605_M6	-23.872545	-5.1950417
1001701605_M7	10.977318	5.9964094
1001701605_M11	-25.617931	-5.922354
1001701605_P1	14.170937	7.6972957
1001701605_P4	15.155167	9.238095
1001701602_A1	1.2475576	18.178555
1001701602_A2	17.860073	4.8043613
1001701602_A3	-5.4028497	-18.888266
1001701602_A4	-4.995887	11.065665
1001701602_A5	27.287191	0.5531085
1001701602_A7	21.75787	-0.54407907
1001701602_A8	-2.5308053	19.32733
1001701602_A19	11.937616	-1.346805
1001701602_B2	-8.756796	-17.460297
1001701602_B3	15.688843	-7.192092
1001701602_B4	-6.471483	-13.321771
1001701602_B5	-3.164337	13.492219
1001701602_B22	-18.298576	0.06121825
1001701602_C1	2.7802935	16.636082
1001701602_C2	18.790289	-5.4443407
1001701602_C4	17.487988	-11.133941
1001701602_C5	24.040865	1.3594122
1001701602_C6	4.2354603	19.101595
1001701602_C7	-5.830827	-19.248901
1001701602_C21	-19.868502	8.128524
1001701602_D2	23.278254	-11.19595
1001701602_D3	11.413989	3.5444446
1001701602_D4	23.896603	0.19475529
1001701602_D6	-9.265377	7.7648616
1001701602_D7	1.0660487	19.476408
1001701602_D8	9.839472	14.603179
1001701602_D17	-21.732367	10.875203
1001701602_D20	2.9222882	20.896917
1001701602_D23	-22.24804	8.338312
1001701602_E2	-17.360031	4.683884
1001701602_E5	-26.240944	-5.5322523
1001701602_E7	-0.45920542	10.392974
1001701602_E8	-1.7118981	12.337443
1001701602_E20	23.34744	-5.1479187
1001701602_F2	22.06341	-6.220523
1001701602_F3	13.830191	5.030415
1001701602_F4	2.8370879	-16.117138
1001701602_F5	-22.92002	-5.003418
1001701602_F6	-9.964307	-0.45065966
1001701602_F7	8.571015	6.5548396
1001701602_F17	-16.62958	5.78985
1001701602_F22	4.3430486	-3.798547
1001701602_G1	-0.075582035	15.540639
1001701602_G2	17.762178	-10.202674
1001701602_G5	18.779806	-12.275946
1001701602_G7	2.065286	8.756106
1001701602_G8	11.072507	-8.501652
1001701602_G23	-21.249943	9.069082
1001701602_H1	15.249476	0.328554
1001701602_H6	-3.3237457	12.250505
1001701602_H8	14.557613	-1.2322345
1001701602_H20	2.699396	-16.585972
1001701602_I2	-14.76073	-2.6282492
1001701602_I3	12.089527	-4.589976
1001701602_I4	13.583205	-10.237482
1001701602_I5	-17.030693	11.455948
1001701602_I6	6.343244	16.01529
1001701602_I8	-17.453896	7.9906883
1001701602_I18	15.586564	0.4241917
1001701602_I21	-24.176512	3.5852315
1001701602_I23	-19.029816	12.988694
1001701602_J1	16.048105	-10.704727
1001701602_J3	11.021957	12.755353
1001701602_J7	-23.244421	-0.025704315
1001701602_J8	1.2957288	-7.1029835
1001701602_J17	-16.745573	0.78256696
1001701602_J22	0.35139257	-5.448752
1001701602_J23	-24.066622	8.261977
1001701602_K1	-9.07408	-3.9228306
1001701602_K2	-19.126173	10.752025
1001701602_K3	-6.080233	-13.373487
1001701602_K4	-0.21393567	17.189678
1001701602_K5	11.974841	-9.203554
1001701602_K7	24.697857	-4.3330092
1001701602_K17	-18.73591	8.558985
1001701602_K22	14.987854	-0.7062217
1001701602_L4	0.5313884	-19.812325
1001701602_L5	8.977824	-5.5025463
1001701602_L6	16.673607	-11.578066
1001701602_L7	-7.7316966	-14.661868
1001701602_L8	-3.0231507	-15.612179
1001701602_L19	15.998615	-13.116283
1001701602_L20	2.2549121	15.661861
1001701602_L23	-24.641993	7.7171345
1001701602_M2	-1.0808997	10.2576
1001701602_M3	16.313229	-13.692091
1001701602_M4	15.401155	-16.131163
1001701602_M5	9.276941	-5.80637
1001701602_M8	-13.76855	11.486388
1001701602_M17	-0.73570263	5.611892
1001701602_M19	14.817247	10.521538
1001701602_M23	-19.794533	13.230736
1001701602_N1	15.04254	7.407437
1001701602_N2	5.284314	-5.51207
1001701602_N4	-4.0001545	-15.427292
1001701602_N5	21.423004	-14.079669
1001701602_N6	13.455097	-0.18321557
1001701602_N7	-20.113073	5.5218563
1001701602_N19	1.7043489	19.734352
1001701602_O1	-1.9015795	11.583988
1001701602_O2	14.8310175	-9.414974
1001701602_O4	15.474958	-1.4477814
1001701602_O6	4.286791	3.4840457
1001701602_O7	12.209395	-8.485917
1001701602_O8	19.482677	9.126314
1001701602_O23	-23.378424	6.764861
1001701602_P1	16.622318	-14.815227
1001701602_P3	21.943878	-12.686303
1001701602_P4	13.366737	0.44896752
1001701602_P5	-20.893768	4.2898407
1001701602_P6	-1.6082911	17.437286
1001701602_P17	1.7549728	-6.280722
1001701602_P19	25.909914	-5.4759755
1001701602_P21	-7.1460114	12.766533
1001701604_A7	10.199721	-0.92110133
1001701606_A8	-11.330416	10.438896
1001701606_B6	4.110311	14.511172
1001701606_C3	-17.849943	13.321318
1001701606_C7	15.891498	-1.9722924
1001701606_C8	-20.38623	10.164994
1001701606_C10	-24.804363	5.5956125
1001701606_E1	-23.087288	2.6452007
1001701606_E8	5.7482014	-16.822018
1001701606_F8	-20.792309	-5.1478887
1001701606_F9	23.323908	-5.2670608
1001701606_F10	24.021198	-7.6616173
1001701606_F11	2.6302688	-3.3232756
1001701606_G6	21.4212	-14.267382
1001701606_H7	3.933771	-6.0127463
1001701606_I1	-13.849541	-7.4529185
1001701606_I4	11.123634	-2.565982
1001701606_I7	23.197056	3.5715442
1001701606_I10	-22.724047	6.9806833
1001701606_J5	17.159033	-3.2870615
1001701606_K6	-0.9004783	-17.55562
1001701606_K8	15.451092	-15.152487
1001701606_K9	22.016588	-9.063033
1001701606_L4	26.070362	-5.3775334
1001701606_L5	-15.596321	13.940304
1001701606_L8	16.652393	-9.546088
1001701606_L10	-15.166629	-0.5341505
1001701606_M9	-25.537004	4.989326
1001701606_O3	16.393417	-8.70774
1001701606_O7	-4.3734026	11.698672
1001701606_P2	-20.861624	9.554653
1001701606_P6	6.0884585	-9.678038
1001701606_P7	19.071598	7.9235444
1001701701_A2	17.694696	-7.791307
1001701701_A4	-6.8939667	4.265836
1001701701_A5	-1.5161657	-18.456202
1001701701_A6	-13.0252075	7.6658306
1001701701_A7	21.108955	-1.3388336
1001701701_A8	0.20404868	14.179296
1001701701_A20	-17.216047	10.494821
1001701701_A21	-19.22203	10.3450985
1001701701_A23	-13.786514	-0.61243653
1001701701_B1	-5.0019317	-14.674066
1001701701_B2	-5.273377	-18.572777
1001701701_B4	-14.474199	7.784518
1001701701_B5	-7.568824	-11.357411
1001701701_B7	3.2628162	6.0669775
1001701701_B8	-10.825085	8.995707
1001701701_B17	15.066325	12.132235
1001701701_B18	-3.7579257	10.0714855
1001701701_B21	-4.517507	10.479338
1001701701_B22	-8.4688835	-2.9345148
1001701701_C1	14.326172	1.5050617
1001701701_C2	22.747423	-6.2400312
1001701701_C3	8.494637	2.8942325
1001701701_C4	-11.236722	12.018132
1001701701_C5	16.070421	3.5216064
1001701701_C6	25.761368	1.0333352
1001701701_C7	-1.3055396	-13.558689
1001701701_C8	0.06680477	9.963585
1001701701_C9	-32.993492	-4.7646155
1001701701_C17	-16.396412	6.4721766
1001701701_C18	-21.360565	11.154664
1001701701_C19	-15.793099	6.624865
1001701701_D1	-18.615566	0.32997036
1001701701_D2	-8.266646	13.65839
1001701701_D3	18.95102	-14.983632
1001701701_D4	-17.866661	4.925979
1001701701_D5	24.457514	5.9471726
1001701701_D6	-7.0778975	3.6417181
1001701701_D7	-17.251047	-4.445643
1001701701_D18	-13.632714	11.563601
1001701701_D19	-23.698769	3.109498
1001701701_D20	-16.66545	5.1593227
1001701701_D22	-17.529032	-1.1149212
1001701701_E2	-3.2701962	-14.692405
1001701701_E3	-20.267662	9.322351
1001701701_E4	-1.26245	16.381065
1001701701_E6	2.5972428	14.6810255
1001701701_E8	-18.387339	-3.2411804
1001701701_E14	-28.365673	-4.508691
1001701701_E17	8.139866	2.0781608
1001701701_E18	-9.307613	12.74835
1001701701_E19	-14.502589	10.622494
1001701701_E23	12.273344	0.7714393
1001701701_F1	6.820519	-10.607208
1001701701_F3	-16.340143	3.5670784
1001701701_F6	-2.4385815	-12.2745695
1001701701_F7	20.097614	11.106935
1001701701_F8	1.2714617	7.9567094
1001701701_F18	-15.955832	0.03113594
1001701701_F20	17.634089	-13.663547
1001701701_G1	-17.743044	8.690347
1001701701_G4	-2.030894	-7.5462375
1001701701_G5	-22.165548	-3.639966
1001701701_G6	-3.8422914	-19.400557
1001701701_G7	-8.164111	-12.329508
1001701701_G8	14.751402	0.40287676
1001701701_G17	-16.78361	0.43124065
1001701701_G19	-10.66753	13.652381
1001701701_G20	-22.862583	9.298705
1001701701_H1	-8.410656	-1.1299292
1001701701_H2	16.660437	-13.987313
1001701701_H3	-5.8404183	-11.482483
1001701701_H5	-13.658413	7.564909
1001701701_H6	-1.9568489	-12.97759
1001701701_H7	25.778755	-0.2366213
1001701701_H8	19.392483	-2.365789
1001701701_H13	-11.771256	6.5748987
1001701701_H17	-17.732248	12.331898
1001701701_H23	-17.887402	9.411187
1001701701_I1	-7.9044495	-11.84691
1001701701_I2	-25.965544	-6.5558414
1001701701_I4	-3.6700823	17.848473
1001701701_I6	6.28398	16.1741
1001701701_I7	19.16499	6.58229
1001701701_I8	21.77718	-6.9291325
1001701701_I18	-16.956207	10.405947
1001701701_I19	-19.039854	6.1105456
1001701701_I22	-19.14182	6.8405933
1001701701_I23	-16.045027	8.963302
1001701701_J2	21.712198	-3.6116772
1001701701_J3	-27.409391	-2.0587564
1001701701_J4	-16.076542	12.972978
1001701701_J5	-4.393365	-17.735985
1001701701_J7	-22.024435	-5.1621757
1001701701_J8	-0.6836983	17.036482
1001701701_J14	-27.886871	-3.8555124
1001701701_J21	-7.273442	12.305151
1001701701_J22	-16.700912	-1.2312151
1001701701_J23	-17.505436	8.79166
1001701701_K2	-4.495776	-14.7142315
1001701701_K3	15.163398	-12.701887
1001701701_K4	0.013389448	5.7944446
1001701701_K5	13.945826	0.5689572
1001701701_K6	7.0941467	-4.2014766
1001701701_K8	-26.775469	1.264827
1001701701_K19	6.3965836	6.0759983
1001701701_K21	-19.946293	8.471064
1001701701_K22	-20.723808	0.50129765
1001701701_K23	-6.8452816	10.742854
1001701701_L2	2.8955257	16.785357
1001701701_L4	-1.8211255	8.606298
1001701701_L5	25.860847	-2.3784163
1001701701_L6	4.0239644	-2.0325925
1001701701_L8	-7.762407	-3.4606767
1001701701_L12	-28.769602	1.2704595
1001701701_L17	-12.415373	11.785501
1001701701_L18	-29.090239	6.1837335
1001701701_L19	-9.609334	9.770746
1001701701_L22	-26.274189	5.370563
1001701701_L23	-17.606737	8.964199
1001701701_M1	-9.053958	-3.3190694
1001701701_M2	-13.816932	10.593612
1001701701_M4	5.201849	7.675717
1001701701_M5	4.157372	-13.422412
1001701701_M6	-16.399746	12.514847
1001701701_M17	-17.047808	9.248528
1001701701_M19	-7.638919	12.258929
1001701701_M20	-13.417322	11.092635
1001701701_M21	-14.419458	10.5948515
1001701701_M23	-31.497429	-3.7473054
1001701701_N1	-3.1362724	-14.438705
1001701701_N3	2.3200269	-8.950935
1001701701_N4	-18.717478	10.860436
1001701701_N5	19.88411	-7.070901
1001701701_N6	-3.9425123	-16.394623
1001701701_N7	-14.411457	-3.587071
1001701701_N8	-10.141123	-5.4149337
1001701701_N10	-28.000647	-5.5782533
1001701701_N19	-17.138134	7.999098
1001701701_N20	-18.336239	10.134327
1001701701_N22	-21.43254	6.029832
1001701701_O1	14.597531	-4.229664
1001701701_O2	13.611501	7.6935935
1001701701_O3	19.657719	6.692693
1001701701_O5	8.611686	6.7832584
1001701701_O7	3.623612	-14.83099
1001701701_O8	10.349364	2.928422
1001701701_O17	-17.35802	10.114974
1001701701_O19	-17.823717	9.295466
1001701701_O20	-16.422596	8.254425
1001701701_O21	1.9726895	-12.547348
1001701701_P1	1.763637	-6.348536
1001701701_P3	-1.3750589	-13.31697
1001701701_P5	-12.791166	11.456844
1001701701_P7	6.343033	13.565103
1001701701_P21	-17.087395	9.672636
1001701703_C1	10.169758	-0.97969764
